Date,Close,Index,Country,Close_1day,Relative,Bm
2020-01-27,3243.63,SP500: US,United States,3113.87,1.04,1.0
2020-01-28,3276.24,SP500: US,United States,3113.87,1.05,1.0
2020-01-29,3273.4,SP500: US,United States,3113.87,1.05,1.0
2020-01-30,3283.66,SP500: US,United States,3113.87,1.05,1.0
2020-01-31,3225.52,SP500: US,United States,3113.87,1.04,1.0
2020-02-03,3248.92,SP500: US,United States,3113.87,1.04,1.0
2020-02-04,3297.59,SP500: US,United States,3113.87,1.06,1.0
2020-02-05,3334.69,SP500: US,United States,3113.87,1.07,1.0
2020-02-06,3345.78,SP500: US,United States,3113.87,1.07,1.0
2020-02-07,3327.71,SP500: US,United States,3113.87,1.07,1.0
2020-02-10,3352.09,SP500: US,United States,3113.87,1.08,1.0
2020-02-11,3357.75,SP500: US,United States,3113.87,1.08,1.0
2020-02-12,3379.45,SP500: US,United States,3113.87,1.09,1.0
2020-02-13,3373.94,SP500: US,United States,3113.87,1.08,1.0
2020-02-14,3380.16,SP500: US,United States,3113.87,1.09,1.0
2020-02-18,3370.29,SP500: US,United States,3113.87,1.08,1.0
2020-02-19,3386.15,SP500: US,United States,3113.87,1.09,1.0
2020-02-20,3373.23,SP500: US,United States,3113.87,1.08,1.0
2020-02-21,3337.75,SP500: US,United States,3113.87,1.07,1.0
2020-02-24,3225.89,SP500: US,United States,3113.87,1.04,1.0
2020-02-25,3128.21,SP500: US,United States,3113.87,1.0,1.0
2020-02-26,3116.39,SP500: US,United States,3113.87,1.0,1.0
2020-02-27,2978.76,SP500: US,United States,3113.87,0.96,2.0
2020-02-28,2954.22,SP500: US,United States,3113.87,0.95,2.0
2020-03-02,3090.23,SP500: US,United States,3113.87,0.99,2.0
2020-03-03,3003.37,SP500: US,United States,3113.87,0.96,2.0
2020-03-04,3130.12,SP500: US,United States,3113.87,1.01,1.0
2020-03-05,3023.94,SP500: US,United States,3113.87,0.97,2.0
2020-03-06,2972.37,SP500: US,United States,3113.87,0.95,2.0
2020-03-09,2746.56,SP500: US,United States,3113.87,0.88,2.0
2020-03-10,2882.23,SP500: US,United States,3113.87,0.93,2.0
2020-03-11,2741.38,SP500: US,United States,3113.87,0.88,2.0
2020-03-12,2480.64,SP500: US,United States,3113.87,0.8,3.0
2020-03-13,2711.02,SP500: US,United States,3113.87,0.87,3.0
2020-03-16,2386.13,SP500: US,United States,3113.87,0.77,3.0
2020-03-17,2529.19,SP500: US,United States,3113.87,0.81,3.0
2020-03-18,2398.1,SP500: US,United States,3113.87,0.77,3.0
2020-03-19,2409.39,SP500: US,United States,3113.87,0.77,3.0
2020-03-20,2304.92,SP500: US,United States,3113.87,0.74,3.0
2020-03-23,2237.4,SP500: US,United States,3113.87,0.72,3.0
2020-03-24,2447.33,SP500: US,United States,3113.87,0.79,3.0
2020-03-25,2475.56,SP500: US,United States,3113.87,0.8,3.0
2020-03-26,2630.07,SP500: US,United States,3113.87,0.84,3.0
2020-03-27,2541.47,SP500: US,United States,3113.87,0.82,3.0
2020-03-30,2626.65,SP500: US,United States,3113.87,0.84,3.0
2020-03-31,2584.59,SP500: US,United States,3113.87,0.83,3.0
2020-04-01,2470.5,SP500: US,United States,3113.87,0.79,3.0
2020-04-02,2526.9,SP500: US,United States,3113.87,0.81,3.0
2020-04-03,2488.65,SP500: US,United States,3113.87,0.8,3.0
2020-04-06,2663.68,SP500: US,United States,3113.87,0.86,3.0
2020-04-07,2659.41,SP500: US,United States,3113.87,0.85,3.0
2020-04-08,2749.98,SP500: US,United States,3113.87,0.88,2.0
2020-04-09,2789.82,SP500: US,United States,3113.87,0.9,2.0
2020-04-13,2761.63,SP500: US,United States,3113.87,0.89,2.0
2020-04-14,2846.06,SP500: US,United States,3113.87,0.91,2.0
2020-04-15,2783.36,SP500: US,United States,3113.87,0.89,2.0
2020-04-16,2799.55,SP500: US,United States,3113.87,0.9,2.0
2020-04-17,2874.56,SP500: US,United States,3113.87,0.92,2.0
2020-04-20,2823.16,SP500: US,United States,3113.87,0.91,2.0
2020-04-21,2736.56,SP500: US,United States,3113.87,0.88,2.0
2020-04-22,2799.31,SP500: US,United States,3113.87,0.9,2.0
2020-04-23,2797.8,SP500: US,United States,3113.87,0.9,2.0
2020-04-24,2836.74,SP500: US,United States,3113.87,0.91,2.0
2019-12-02,2875.81,SSE_Composite: China,China,2875.81,1.0,1.0
2019-12-03,2884.7,SSE_Composite: China,China,2875.81,1.0,1.0
2019-12-04,2878.12,SSE_Composite: China,China,2875.81,1.0,1.0
