Country/Region,MEASURE,CATEGORY,Date_Original,Date - 7,Confirmed - 7,Deaths - 7,Recovered - 7,Confirmed_Original,Deaths_Original,Recovered_Original,Date + 7,Confirmed_+7,Deaths_+7,Recovered_+7,Now,Date,Confirmed Now,Deaths Now,Recovered Now,Active_1weekBefMeasure,Active_DateMeasure,Active_1weekAfterMeasure,Active_Now,Timeframe,Variation_Rate_%
San Marino,Schools closure ,Social distancing,2020-03-20,2020-03-13,80.0,5.0,0.0,144.0,14.0,4.0,2020-03-27,223.0,21.0,4.0,2020-04-11,2020-04-11,356.0,35.0,53.0,75.0,126.0,198.0,268.0,Variation 1 week before measure,68.0
Ethiopia,Emergency administrative structures activated or established,Governance and socio-economic measures,2020-03-20,2020-03-13,1.0,0.0,0.0,9.0,0.0,0.0,2020-03-27,16.0,0.0,0.0,2020-04-11,2020-04-11,69.0,3.0,10.0,1.0,9.0,16.0,56.0,Variation 1 week before measure,800.0
Italy,Military deployment,Governance and socio-economic measures,2020-03-20,2020-03-13,17660.0,1266.0,1439.0,47021.0,4032.0,4440.0,2020-03-27,86498.0,9134.0,10950.0,2020-04-11,2020-04-11,152271.0,19468.0,32534.0,14955.0,38549.0,66414.0,100269.0,Variation 1 week before measure,158.0
Mauritania,Border checks ,Movement restrictions,2020-03-20,2020-03-13,0.0,0.0,0.0,2.0,0.0,0.0,2020-03-27,3.0,0.0,0.0,2020-04-11,2020-04-11,7.0,1.0,2.0,0.0,2.0,3.0,4.0,Variation 1 week before measure,100.0
Niger,Border closure ,Movement restrictions,2020-03-20,2020-03-13,0.0,0.0,0.0,1.0,0.0,0.0,2020-03-27,10.0,1.0,0.0,2020-04-11,2020-04-11,491.0,11.0,41.0,0.0,1.0,9.0,439.0,Variation 1 week before measure,100.0
Tanzania,General recommendations,Public health measures,2020-03-20,2020-03-13,0.0,0.0,0.0,6.0,0.0,0.0,2020-03-27,13.0,0.0,1.0,2020-04-11,2020-04-11,32.0,3.0,5.0,0.0,6.0,12.0,24.0,Variation 1 week before measure,100.0
Mongolia,Partial lockdown,Lockdown,2020-03-20,2020-03-13,1.0,0.0,0.0,6.0,0.0,0.0,2020-03-27,11.0,0.0,0.0,2020-04-11,2020-04-11,16.0,0.0,4.0,1.0,6.0,11.0,12.0,Variation 1 week before measure,500.0
Syria,Strengthening the public health system,Public health measures,2020-03-20,2020-03-13,0.0,0.0,0.0,0.0,0.0,0.0,2020-03-27,5.0,0.0,0.0,2020-04-11,2020-04-11,25.0,2.0,5.0,0.0,0.0,5.0,18.0,Variation 1 week before measure,-0.0
Malawi,Visa restrictions,Movement restrictions,2020-03-20,2020-03-13,0.0,0.0,0.0,0.0,0.0,0.0,2020-03-27,0.0,0.0,0.0,2020-04-11,2020-04-11,12.0,2.0,0.0,0.0,0.0,0.0,10.0,Variation 1 week before measure,-0.0
Chad,Limit public gatherings,Social distancing,2020-03-20,2020-03-13,0.0,0.0,0.0,1.0,0.0,0.0,2020-03-27,3.0,0.0,0.0,2020-04-11,2020-04-11,11.0,0.0,2.0,0.0,1.0,3.0,9.0,Variation 1 week before measure,100.0
Maldives,Economic measures,Governance and socio-economic measures,2020-03-20,2020-03-13,9.0,0.0,0.0,13.0,0.0,0.0,2020-03-27,16.0,0.0,9.0,2020-04-11,2020-04-11,19.0,0.0,13.0,9.0,13.0,7.0,6.0,Variation 1 week before measure,44.0
Madagascar,Visa restrictions,Movement restrictions,2020-03-20,2020-03-13,0.0,0.0,0.0,3.0,0.0,0.0,2020-03-27,26.0,0.0,0.0,2020-04-11,2020-04-11,102.0,0.0,11.0,0.0,3.0,26.0,91.0,Variation 1 week before measure,100.0
Comoros,Domestic travel restrictions,Movement restrictions,2020-03-20,2020-03-13,0.0,0.0,0.0,0.0,0.0,0.0,2020-03-27,0.0,0.0,0.0,2020-04-11,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Variation 1 week before measure,-0.0
Sweden,Strengthening the public health system,Public health measures,2020-03-20,2020-03-13,814.0,1.0,1.0,1639.0,16.0,16.0,2020-03-27,3069.0,105.0,16.0,2020-04-11,2020-04-11,10151.0,887.0,381.0,812.0,1607.0,2948.0,8883.0,Variation 1 week before measure,98.0
Tanzania,Limit public gatherings,Social distancing,2020-03-20,2020-03-13,0.0,0.0,0.0,6.0,0.0,0.0,2020-03-27,13.0,0.0,1.0,2020-04-11,2020-04-11,32.0,3.0,5.0,0.0,6.0,12.0,24.0,Variation 1 week before measure,100.0
"China, Hong Kong Special Administrative Region",Introduction of isolation and quarantine policies,Public health measures,2020-03-20,2020-03-13,0.0,0.0,0.0,0.0,0.0,0.0,2020-03-27,0.0,0.0,0.0,2020-04-11,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Variation 1 week before measure,-0.0
Tuvalu,Introduction of isolation and quarantine policies,Public health measures,2020-03-20,2020-03-13,0.0,0.0,0.0,0.0,0.0,0.0,2020-03-27,0.0,0.0,0.0,2020-04-11,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Variation 1 week before measure,-0.0
Haiti,Border closure ,Movement restrictions,2020-03-20,2020-03-13,0.0,0.0,0.0,2.0,0.0,0.0,2020-03-27,8.0,0.0,0.0,2020-04-11,2020-04-11,33.0,2.0,0.0,0.0,2.0,8.0,31.0,Variation 1 week before measure,100.0
Malawi,General recommendations,Public health measures,2020-03-20,2020-03-13,0.0,0.0,0.0,0.0,0.0,0.0,2020-03-27,0.0,0.0,0.0,2020-04-11,2020-04-11,12.0,2.0,0.0,0.0,0.0,0.0,10.0,Variation 1 week before measure,-0.0
Haiti,Schools closure ,Social distancing,2020-03-20,2020-03-13,0.0,0.0,0.0,2.0,0.0,0.0,2020-03-27,8.0,0.0,0.0,2020-04-11,2020-04-11,33.0,2.0,0.0,0.0,2.0,8.0,31.0,Variation 1 week before measure,100.0
Haiti,Curfews,Movement restrictions,2020-03-20,2020-03-13,0.0,0.0,0.0,2.0,0.0,0.0,2020-03-27,8.0,0.0,0.0,2020-04-11,2020-04-11,33.0,2.0,0.0,0.0,2.0,8.0,31.0,Variation 1 week before measure,100.0
Malawi,Limit public gatherings,Social distancing,2020-03-20,2020-03-13,0.0,0.0,0.0,0.0,0.0,0.0,2020-03-27,0.0,0.0,0.0,2020-04-11,2020-04-11,12.0,2.0,0.0,0.0,0.0,0.0,10.0,Variation 1 week before measure,-0.0
Haiti,Limit public gatherings,Social distancing,2020-03-20,2020-03-13,0.0,0.0,0.0,2.0,0.0,0.0,2020-03-27,8.0,0.0,0.0,2020-04-11,2020-04-11,33.0,2.0,0.0,0.0,2.0,8.0,31.0,Variation 1 week before measure,100.0
Haiti,Partial lockdown,Lockdown,2020-03-20,2020-03-13,0.0,0.0,0.0,2.0,0.0,0.0,2020-03-27,8.0,0.0,0.0,2020-04-11,2020-04-11,33.0,2.0,0.0,0.0,2.0,8.0,31.0,Variation 1 week before measure,100.0
Barbados,Border closure ,Movement restrictions,2020-03-20,2020-03-13,0.0,0.0,0.0,5.0,0.0,0.0,2020-03-27,24.0,0.0,0.0,2020-04-11,2020-04-11,68.0,4.0,11.0,0.0,5.0,24.0,53.0,Variation 1 week before measure,100.0
Turkmenistan,Domestic travel restrictions,Movement restrictions,2020-03-20,2020-03-13,0.0,0.0,0.0,0.0,0.0,0.0,2020-03-27,0.0,0.0,0.0,2020-04-11,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Variation 1 week before measure,-0.0
Tonga,State of emergency declared,Governance and socio-economic measures,2020-03-20,2020-03-13,0.0,0.0,0.0,0.0,0.0,0.0,2020-03-27,0.0,0.0,0.0,2020-04-11,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Variation 1 week before measure,-0.0
Malawi,State of emergency declared,Governance and socio-economic measures,2020-03-20,2020-03-13,0.0,0.0,0.0,0.0,0.0,0.0,2020-03-27,0.0,0.0,0.0,2020-04-11,2020-04-11,12.0,2.0,0.0,0.0,0.0,0.0,10.0,Variation 1 week before measure,-0.0
Uganda,Limit public gatherings,Social distancing,2020-03-20,2020-03-13,0.0,0.0,0.0,0.0,0.0,0.0,2020-03-27,23.0,0.0,0.0,2020-04-11,2020-04-11,53.0,0.0,4.0,0.0,0.0,23.0,49.0,Variation 1 week before measure,-0.0
Cabo Verde,Strengthening the public health system,Public health measures,2020-03-20,2020-03-13,0.0,0.0,0.0,1.0,0.0,0.0,2020-03-27,5.0,1.0,0.0,2020-04-11,2020-04-11,8.0,1.0,1.0,0.0,1.0,4.0,6.0,Variation 1 week before measure,100.0
Togo,Schools closure ,Social distancing,2020-03-20,2020-03-13,1.0,0.0,0.0,9.0,0.0,1.0,2020-03-27,25.0,1.0,1.0,2020-04-11,2020-04-11,76.0,3.0,25.0,1.0,8.0,23.0,48.0,Variation 1 week before measure,700.0
South Sudan,Schools closure ,Social distancing,2020-03-20,2020-03-13,0.0,0.0,0.0,0.0,0.0,0.0,2020-03-27,0.0,0.0,0.0,2020-04-11,2020-04-11,4.0,0.0,0.0,0.0,0.0,0.0,4.0,Variation 1 week before measure,-0.0
Mauritius,Partial lockdown,Lockdown,2020-03-20,2020-03-13,0.0,0.0,0.0,12.0,0.0,0.0,2020-03-27,94.0,2.0,0.0,2020-04-11,2020-04-11,319.0,9.0,28.0,0.0,12.0,92.0,282.0,Variation 1 week before measure,100.0
Uganda,Schools closure ,Social distancing,2020-03-20,2020-03-13,0.0,0.0,0.0,0.0,0.0,0.0,2020-03-27,23.0,0.0,0.0,2020-04-11,2020-04-11,53.0,0.0,4.0,0.0,0.0,23.0,49.0,Variation 1 week before measure,-0.0
Brunei Darussalam,Health screenings in airports and border crossings,Public health measures,2020-03-20,2020-03-13,0.0,0.0,0.0,0.0,0.0,0.0,2020-03-27,0.0,0.0,0.0,2020-04-11,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Variation 1 week before measure,-0.0
Colombia,Limit public gatherings,Social distancing,2020-03-20,2020-03-13,13.0,0.0,0.0,128.0,0.0,1.0,2020-03-27,539.0,6.0,10.0,2020-04-11,2020-04-11,2709.0,100.0,214.0,13.0,127.0,523.0,2395.0,Variation 1 week before measure,877.0
Micronesia,Schools closure ,Social distancing,2020-03-20,2020-03-13,0.0,0.0,0.0,0.0,0.0,0.0,2020-03-27,0.0,0.0,0.0,2020-04-11,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Variation 1 week before measure,-0.0
Tonga,Limit public gatherings,Social distancing,2020-03-20,2020-03-13,0.0,0.0,0.0,0.0,0.0,0.0,2020-03-27,0.0,0.0,0.0,2020-04-11,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Variation 1 week before measure,-0.0
Togo,International flights suspension,Movement restrictions,2020-03-20,2020-03-13,1.0,0.0,0.0,9.0,0.0,1.0,2020-03-27,25.0,1.0,1.0,2020-04-11,2020-04-11,76.0,3.0,25.0,1.0,8.0,23.0,48.0,Variation 1 week before measure,700.0
Togo,Border closure ,Movement restrictions,2020-03-20,2020-03-13,1.0,0.0,0.0,9.0,0.0,1.0,2020-03-27,25.0,1.0,1.0,2020-04-11,2020-04-11,76.0,3.0,25.0,1.0,8.0,23.0,48.0,Variation 1 week before measure,700.0
Togo,Amendments to funeral and burial regulations,Public health measures,2020-03-20,2020-03-13,1.0,0.0,0.0,9.0,0.0,1.0,2020-03-27,25.0,1.0,1.0,2020-04-11,2020-04-11,76.0,3.0,25.0,1.0,8.0,23.0,48.0,Variation 1 week before measure,700.0
Tonga,Border closure ,Movement restrictions,2020-03-20,2020-03-13,0.0,0.0,0.0,0.0,0.0,0.0,2020-03-27,0.0,0.0,0.0,2020-04-11,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Variation 1 week before measure,-0.0
Mexico,Schools closure ,Social distancing,2020-03-20,2020-03-13,12.0,0.0,4.0,164.0,1.0,4.0,2020-03-27,585.0,8.0,4.0,2020-04-11,2020-04-11,3844.0,233.0,633.0,8.0,159.0,573.0,2978.0,Variation 1 week before measure,1888.0
Barbados,Emergency administrative structures activated or established,Governance and socio-economic measures,2020-03-21,2020-03-14,0.0,0.0,0.0,6.0,0.0,0.0,2020-03-28,26.0,0.0,0.0,2020-04-11,2020-04-11,68.0,4.0,11.0,0.0,6.0,26.0,53.0,Variation 1 week before measure,100.0
Myanmar,Surveillance and monitoring,Movement restrictions,2020-03-21,2020-03-14,0.0,0.0,0.0,0.0,0.0,0.0,2020-03-28,0.0,0.0,0.0,2020-04-11,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Variation 1 week before measure,-0.0
Czechia,Additional health/documents requirements upon arrival,Movement restrictions,2020-03-21,2020-03-14,189.0,0.0,0.0,995.0,0.0,6.0,2020-03-28,2631.0,11.0,11.0,2020-04-11,2020-04-11,5831.0,129.0,411.0,189.0,989.0,2609.0,5291.0,Variation 1 week before measure,423.0
Mauritania,Surveillance and monitoring,Movement restrictions,2020-03-21,2020-03-14,1.0,0.0,0.0,2.0,0.0,0.0,2020-03-28,5.0,0.0,0.0,2020-04-11,2020-04-11,7.0,1.0,2.0,1.0,2.0,5.0,4.0,Variation 1 week before measure,100.0
Russian Federation,Strengthening the public health system,Public health measures,2020-03-21,2020-03-14,0.0,0.0,0.0,0.0,0.0,0.0,2020-03-28,0.0,0.0,0.0,2020-04-11,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Variation 1 week before measure,-0.0
Jordan,Curfews,Movement restrictions,2020-03-21,2020-03-14,1.0,0.0,1.0,85.0,0.0,1.0,2020-03-28,246.0,1.0,18.0,2020-04-11,2020-04-11,381.0,7.0,177.0,0.0,84.0,227.0,197.0,Variation 1 week before measure,100.0
Chile,Schools closure ,Social distancing,2020-03-21,2020-03-14,61.0,0.0,0.0,537.0,0.0,6.0,2020-03-28,1909.0,6.0,61.0,2020-04-11,2020-04-11,6927.0,73.0,1864.0,61.0,531.0,1842.0,4990.0,Variation 1 week before measure,770.0
Bosnia and Herzegovina,Curfews,Movement restrictions,2020-03-21,2020-03-14,18.0,0.0,0.0,93.0,1.0,2.0,2020-03-28,258.0,5.0,5.0,2020-04-11,2020-04-11,946.0,37.0,139.0,18.0,90.0,248.0,770.0,Variation 1 week before measure,400.0
Burkina Faso,Amendments to funeral and burial regulations,Public health measures,2020-03-21,2020-03-14,2.0,0.0,0.0,64.0,2.0,5.0,2020-03-28,207.0,11.0,21.0,2020-04-11,2020-04-11,484.0,27.0,155.0,2.0,57.0,175.0,302.0,Variation 1 week before measure,2750.0
Palestine,Public services closure ,Social distancing,2020-03-21,2020-03-14,0.0,0.0,0.0,0.0,0.0,0.0,2020-03-28,0.0,0.0,0.0,2020-04-11,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Variation 1 week before measure,-0.0
Georgia,International flights suspension,Movement restrictions,2020-03-21,2020-03-14,0.0,0.0,0.0,0.0,0.0,0.0,2020-03-28,90.0,0.0,14.0,2020-04-11,2020-04-11,242.0,3.0,60.0,0.0,0.0,76.0,179.0,Variation 1 week before measure,-0.0
Bolivia,Domestic travel restrictions,Movement restrictions,2020-03-21,2020-03-14,10.0,0.0,0.0,19.0,0.0,0.0,2020-03-28,74.0,0.0,0.0,2020-04-11,2020-04-11,275.0,20.0,2.0,10.0,19.0,74.0,253.0,Variation 1 week before measure,90.0
Togo,Partial lockdown,Lockdown,2020-03-21,2020-03-14,1.0,0.0,0.0,16.0,0.0,1.0,2020-03-28,25.0,1.0,1.0,2020-04-11,2020-04-11,76.0,3.0,25.0,1.0,15.0,23.0,48.0,Variation 1 week before measure,1400.0
Chile,Limit public gatherings,Social distancing,2020-03-21,2020-03-14,61.0,0.0,0.0,537.0,0.0,6.0,2020-03-28,1909.0,6.0,61.0,2020-04-11,2020-04-11,6927.0,73.0,1864.0,61.0,531.0,1842.0,4990.0,Variation 1 week before measure,770.0
Ecuador,Curfews,Movement restrictions,2020-03-21,2020-03-14,28.0,2.0,0.0,506.0,7.0,3.0,2020-03-28,1823.0,48.0,3.0,2020-04-11,2020-04-11,7257.0,315.0,411.0,26.0,496.0,1772.0,6531.0,Variation 1 week before measure,1808.0
Portugal,Awareness campaigns,Public health measures,2020-03-21,2020-03-14,169.0,0.0,2.0,1280.0,12.0,5.0,2020-03-28,5170.0,100.0,43.0,2020-04-11,2020-04-11,15987.0,470.0,266.0,167.0,1263.0,5027.0,15251.0,Variation 1 week before measure,656.0
Samoa,International flights suspension,Movement restrictions,2020-03-21,2020-03-14,0.0,0.0,0.0,0.0,0.0,0.0,2020-03-28,0.0,0.0,0.0,2020-04-11,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Variation 1 week before measure,-0.0
Ghana,Strengthening the public health system,Public health measures,2020-03-21,2020-03-14,3.0,0.0,0.0,19.0,1.0,0.0,2020-03-28,141.0,5.0,2.0,2020-04-11,2020-04-11,408.0,8.0,4.0,3.0,18.0,134.0,396.0,Variation 1 week before measure,500.0
Ghana,Health screenings in airports and border crossings,Public health measures,2020-03-21,2020-03-14,3.0,0.0,0.0,19.0,1.0,0.0,2020-03-28,141.0,5.0,2.0,2020-04-11,2020-04-11,408.0,8.0,4.0,3.0,18.0,134.0,396.0,Variation 1 week before measure,500.0
Cyprus,International flights suspension,Movement restrictions,2020-03-21,2020-03-14,26.0,0.0,0.0,84.0,0.0,0.0,2020-03-28,179.0,5.0,15.0,2020-04-11,2020-04-11,616.0,10.0,61.0,26.0,84.0,159.0,545.0,Variation 1 week before measure,223.0
Togo,Strengthening the public health system,Public health measures,2020-03-21,2020-03-14,1.0,0.0,0.0,16.0,0.0,1.0,2020-03-28,25.0,1.0,1.0,2020-04-11,2020-04-11,76.0,3.0,25.0,1.0,15.0,23.0,48.0,Variation 1 week before measure,1400.0
Georgia,State of emergency declared,Governance and socio-economic measures,2020-03-21,2020-03-14,0.0,0.0,0.0,0.0,0.0,0.0,2020-03-28,90.0,0.0,14.0,2020-04-11,2020-04-11,242.0,3.0,60.0,0.0,0.0,76.0,179.0,Variation 1 week before measure,-0.0
Burkina Faso,International flights suspension,Movement restrictions,2020-03-21,2020-03-14,2.0,0.0,0.0,64.0,2.0,5.0,2020-03-28,207.0,11.0,21.0,2020-04-11,2020-04-11,484.0,27.0,155.0,2.0,57.0,175.0,302.0,Variation 1 week before measure,2750.0
Germany,Partial lockdown,Lockdown,2020-03-21,2020-03-14,4585.0,9.0,46.0,22213.0,84.0,233.0,2020-03-28,57695.0,433.0,8481.0,2020-04-11,2020-04-11,124908.0,2736.0,57400.0,4530.0,21896.0,48781.0,64772.0,Variation 1 week before measure,383.0
Korea DPR,Introduction of isolation and quarantine policies,Public health measures,2020-03-21,2020-03-14,0.0,0.0,0.0,0.0,0.0,0.0,2020-03-28,0.0,0.0,0.0,2020-04-11,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Variation 1 week before measure,-0.0
Chad,Domestic travel restrictions,Movement restrictions,2020-03-21,2020-03-14,0.0,0.0,0.0,1.0,0.0,0.0,2020-03-28,3.0,0.0,0.0,2020-04-11,2020-04-11,11.0,0.0,2.0,0.0,1.0,3.0,9.0,Variation 1 week before measure,100.0
Jamaica,Border closure ,Movement restrictions,2020-03-21,2020-03-14,8.0,0.0,0.0,16.0,1.0,2.0,2020-03-28,30.0,1.0,2.0,2020-04-11,2020-04-11,65.0,4.0,13.0,8.0,13.0,27.0,48.0,Variation 1 week before measure,62.0
Burkina Faso,Border closure ,Movement restrictions,2020-03-21,2020-03-14,2.0,0.0,0.0,64.0,2.0,5.0,2020-03-28,207.0,11.0,21.0,2020-04-11,2020-04-11,484.0,27.0,155.0,2.0,57.0,175.0,302.0,Variation 1 week before measure,2750.0
Mexico,Border closure ,Movement restrictions,2020-03-21,2020-03-14,26.0,0.0,4.0,203.0,2.0,4.0,2020-03-28,717.0,12.0,4.0,2020-04-11,2020-04-11,3844.0,233.0,633.0,22.0,197.0,701.0,2978.0,Variation 1 week before measure,795.0
Guinea,International flights suspension,Movement restrictions,2020-03-21,2020-03-14,1.0,0.0,0.0,2.0,0.0,0.0,2020-03-28,8.0,0.0,0.0,2020-04-11,2020-04-11,250.0,0.0,17.0,1.0,2.0,8.0,233.0,Variation 1 week before measure,100.0
Burkina Faso,Curfews,Movement restrictions,2020-03-21,2020-03-14,2.0,0.0,0.0,64.0,2.0,5.0,2020-03-28,207.0,11.0,21.0,2020-04-11,2020-04-11,484.0,27.0,155.0,2.0,57.0,175.0,302.0,Variation 1 week before measure,2750.0
Turkey,Curfews,Movement restrictions,2020-03-21,2020-03-14,5.0,0.0,0.0,670.0,9.0,0.0,2020-03-28,7402.0,108.0,70.0,2020-04-11,2020-04-11,52167.0,1101.0,2965.0,5.0,661.0,7224.0,48101.0,Variation 1 week before measure,13120.0
Rwanda,Partial lockdown,Lockdown,2020-03-21,2020-03-14,1.0,0.0,0.0,17.0,0.0,0.0,2020-03-28,60.0,0.0,0.0,2020-04-11,2020-04-11,120.0,0.0,18.0,1.0,17.0,60.0,102.0,Variation 1 week before measure,1600.0
Austria,Strengthening the public health system,Public health measures,2020-03-21,2020-03-14,655.0,1.0,6.0,2814.0,8.0,9.0,2020-03-28,8271.0,68.0,225.0,2020-04-11,2020-04-11,13806.0,337.0,6604.0,648.0,2797.0,7978.0,6865.0,Variation 1 week before measure,332.0
Madagascar,Schools closure ,Social distancing,2020-03-21,2020-03-14,0.0,0.0,0.0,3.0,0.0,0.0,2020-03-28,26.0,0.0,0.0,2020-04-11,2020-04-11,102.0,0.0,11.0,0.0,3.0,26.0,91.0,Variation 1 week before measure,100.0
Libya,Domestic travel restrictions,Movement restrictions,2020-03-21,2020-03-14,0.0,0.0,0.0,0.0,0.0,0.0,2020-03-28,3.0,0.0,0.0,2020-04-11,2020-04-11,24.0,1.0,8.0,0.0,0.0,3.0,15.0,Variation 1 week before measure,-0.0
Republic of the Congo,Border closure ,Movement restrictions,2020-03-21,2020-03-14,0.0,0.0,0.0,0.0,0.0,0.0,2020-03-28,0.0,0.0,0.0,2020-04-11,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Variation 1 week before measure,-0.0
Madagascar,Limit public gatherings,Social distancing,2020-03-21,2020-03-14,0.0,0.0,0.0,3.0,0.0,0.0,2020-03-28,26.0,0.0,0.0,2020-04-11,2020-04-11,102.0,0.0,11.0,0.0,3.0,26.0,91.0,Variation 1 week before measure,100.0
United Kingdom,Public services closure ,Social distancing,2020-03-21,2020-03-14,1144.0,21.0,19.0,5067.0,234.0,67.0,2020-03-28,17312.0,1021.0,151.0,2020-04-11,2020-04-11,79874.0,9892.0,622.0,1104.0,4766.0,16140.0,69360.0,Variation 1 week before measure,332.0
Madagascar,State of emergency declared,Governance and socio-economic measures,2020-03-21,2020-03-14,0.0,0.0,0.0,3.0,0.0,0.0,2020-03-28,26.0,0.0,0.0,2020-04-11,2020-04-11,102.0,0.0,11.0,0.0,3.0,26.0,91.0,Variation 1 week before measure,100.0
Nauru,Emergency administrative structures activated or established,Governance and socio-economic measures,2020-03-21,2020-03-14,0.0,0.0,0.0,0.0,0.0,0.0,2020-03-28,0.0,0.0,0.0,2020-04-11,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Variation 1 week before measure,-0.0
Republic of the Congo,Strengthening the public health system,Public health measures,2020-03-21,2020-03-14,0.0,0.0,0.0,0.0,0.0,0.0,2020-03-28,0.0,0.0,0.0,2020-04-11,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Variation 1 week before measure,-0.0
Iceland,Economic measures,Governance and socio-economic measures,2020-03-21,2020-03-14,156.0,0.0,1.0,473.0,1.0,22.0,2020-03-28,963.0,2.0,114.0,2020-04-11,2020-04-11,1689.0,8.0,841.0,155.0,450.0,847.0,840.0,Variation 1 week before measure,190.0
Brunei Darussalam,Public services closure ,Social distancing,2020-03-21,2020-03-14,0.0,0.0,0.0,0.0,0.0,0.0,2020-03-28,0.0,0.0,0.0,2020-04-11,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Variation 1 week before measure,-0.0
Norway,Emergency administrative structures activated or established,Governance and socio-economic measures,2020-03-21,2020-03-14,1090.0,3.0,1.0,2118.0,7.0,1.0,2020-03-28,4015.0,23.0,7.0,2020-04-11,2020-04-11,6409.0,119.0,32.0,1086.0,2110.0,3985.0,6258.0,Variation 1 week before measure,94.0
New Zealand,Domestic travel restrictions,Movement restrictions,2020-03-21,2020-03-14,6.0,0.0,0.0,52.0,0.0,0.0,2020-03-28,451.0,0.0,50.0,2020-04-11,2020-04-11,1312.0,4.0,422.0,6.0,52.0,401.0,886.0,Variation 1 week before measure,767.0
Madagascar,Health screenings in airports and border crossings,Public health measures,2020-03-21,2020-03-14,0.0,0.0,0.0,3.0,0.0,0.0,2020-03-28,26.0,0.0,0.0,2020-04-11,2020-04-11,102.0,0.0,11.0,0.0,3.0,26.0,91.0,Variation 1 week before measure,100.0
Uganda,Border closure ,Movement restrictions,2020-03-22,2020-03-15,0.0,0.0,0.0,1.0,0.0,0.0,2020-03-29,33.0,0.0,0.0,2020-04-11,2020-04-11,53.0,0.0,4.0,0.0,1.0,33.0,49.0,Variation 1 week before measure,100.0
Denmark,testing policy,Public health measures,2020-03-22,2020-03-15,875.0,2.0,1.0,1514.0,13.0,1.0,2020-03-29,2564.0,72.0,73.0,2020-04-11,2020-04-11,6191.0,260.0,2111.0,872.0,1500.0,2419.0,3820.0,Variation 1 week before measure,72.0
Gabon,Curfews,Movement restrictions,2020-03-22,2020-03-15,1.0,0.0,0.0,5.0,1.0,0.0,2020-03-29,7.0,1.0,0.0,2020-04-11,2020-04-11,46.0,1.0,1.0,1.0,4.0,6.0,44.0,Variation 1 week before measure,300.0
South Korea,Partial lockdown,Lockdown,2020-03-22,2020-03-15,8162.0,75.0,510.0,8897.0,104.0,2909.0,2020-03-29,9583.0,152.0,5033.0,2020-04-11,2020-04-11,10480.0,211.0,7243.0,7577.0,5884.0,4398.0,3026.0,Variation 1 week before measure,-22.0
Maldives,Strengthening the public health system,Public health measures,2020-03-22,2020-03-15,13.0,0.0,0.0,13.0,0.0,0.0,2020-03-29,17.0,0.0,13.0,2020-04-11,2020-04-11,19.0,0.0,13.0,13.0,13.0,4.0,6.0,Variation 1 week before measure,-0.0
Fiji,Strengthening the public health system,Public health measures,2020-03-22,2020-03-15,0.0,0.0,0.0,2.0,0.0,0.0,2020-03-29,5.0,0.0,0.0,2020-04-11,2020-04-11,16.0,0.0,0.0,0.0,2.0,5.0,16.0,Variation 1 week before measure,100.0
Australia,Public services closure ,Social distancing,2020-03-22,2020-03-15,297.0,3.0,23.0,1314.0,7.0,88.0,2020-03-29,3984.0,16.0,244.0,2020-04-11,2020-04-11,6303.0,57.0,1806.0,271.0,1219.0,3724.0,4440.0,Variation 1 week before measure,350.0
Australia,Schools closure ,Social distancing,2020-03-22,2020-03-15,297.0,3.0,23.0,1314.0,7.0,88.0,2020-03-29,3984.0,16.0,244.0,2020-04-11,2020-04-11,6303.0,57.0,1806.0,271.0,1219.0,3724.0,4440.0,Variation 1 week before measure,350.0
Angola,General recommendations,Public health measures,2020-03-22,2020-03-15,0.0,0.0,0.0,2.0,0.0,0.0,2020-03-29,7.0,2.0,0.0,2020-04-11,2020-04-11,19.0,2.0,4.0,0.0,2.0,5.0,13.0,Variation 1 week before measure,100.0
Kuwait,Curfews,Movement restrictions,2020-03-22,2020-03-15,112.0,0.0,5.0,188.0,0.0,27.0,2020-03-29,255.0,0.0,67.0,2020-04-11,2020-04-11,1154.0,1.0,133.0,107.0,161.0,188.0,1020.0,Variation 1 week before measure,50.0
Romania,Public services closure ,Social distancing,2020-03-22,2020-03-15,131.0,0.0,9.0,433.0,3.0,64.0,2020-03-29,1815.0,43.0,206.0,2020-04-11,2020-04-11,5990.0,291.0,758.0,122.0,366.0,1566.0,4941.0,Variation 1 week before measure,200.0
