Country/Region,Bm,DATE,Feature
Iraq,1.0,2020-02-27,Infection Rate
Iraq,1.0,2020-02-24,Infection Rate
Iraq,1.0,2020-04-11,Infection Rate
Iraq,1.0,2020-03-23,Infection Rate
Iraq,1.0,2020-03-27,Infection Rate
Iraq,1.0,2020-03-12,Infection Rate
Iraq,1.0,2020-03-24,Infection Rate
Iraq,1.0,2020-03-09,Infection Rate
Iraq,1.0,2020-03-08,Infection Rate
Iraq,1.0,2020-01-27,Infection Rate
Iraq,1.0,2020-02-16,Infection Rate
Iraq,1.0,2020-02-21,Infection Rate
Iraq,1.0,2020-04-01,Infection Rate
Iraq,1.0,2020-03-31,Infection Rate
Iraq,1.0,2020-04-02,Infection Rate
Iraq,1.0,2020-02-08,Infection Rate
Iraq,1.0,2020-04-04,Infection Rate
Iraq,1.0,2020-02-15,Infection Rate
Iraq,1.0,2020-04-06,Infection Rate
Iraq,1.0,2020-02-12,Infection Rate
Iraq,1.0,2020-04-08,Infection Rate
Iraq,1.0,2020-03-28,Infection Rate
Iraq,1.0,2020-04-10,Infection Rate
Iraq,1.0,2020-04-12,Infection Rate
Iraq,1.0,2020-03-03,Infection Rate
Iraq,1.0,2020-04-15,Infection Rate
Iraq,1.0,2020-03-20,Infection Rate
Iraq,1.0,2020-03-06,Infection Rate
Iraq,1.0,2020-03-11,Infection Rate
Iraq,1.0,2020-03-25,Infection Rate
Iraq,1.0,2020-03-26,Infection Rate
Iraq,1.0,2020-03-15,Infection Rate
Iraq,1.0,2020-04-09,Infection Rate
Iraq,1.0,2020-03-21,Infection Rate
Iraq,1.0,2020-02-17,Infection Rate
Iraq,1.0,2020-02-06,Infection Rate
Iraq,1.0,2020-03-22,Infection Rate
Iraq,1.0,2020-02-01,Infection Rate
Iraq,1.0,2020-03-04,Infection Rate
Iraq,1.0,2020-03-16,Infection Rate
Iraq,1.0,2020-01-31,Infection Rate
Iraq,1.0,2020-03-19,Infection Rate
Iraq,1.0,2020-03-14,Infection Rate
Iraq,1.0,2020-02-04,Infection Rate
Iraq,1.0,2020-03-05,Infection Rate
Iraq,1.0,2020-03-30,Infection Rate
Iraq,1.0,2020-04-13,Infection Rate
Iraq,1.0,2020-04-14,Infection Rate
Iraq,1.0,2020-01-26,Infection Rate
Iraq,1.0,2020-02-23,Infection Rate
Ireland,3.0,2020-04-06,Infection Rate
Ireland,1.0,2020-03-13,Infection Rate
Ireland,1.0,2020-01-29,Infection Rate
Ireland,1.0,2020-02-19,Infection Rate
Ireland,1.0,2020-03-08,Infection Rate
Ireland,1.0,2020-01-22,Infection Rate
Ireland,3.0,2020-03-28,Infection Rate
Ireland,1.0,2020-02-17,Infection Rate
Ireland,1.0,2020-02-08,Infection Rate
Ireland,1.0,2020-02-04,Infection Rate
Ireland,1.0,2020-02-18,Infection Rate
Ireland,1.0,2020-02-26,Infection Rate
Ireland,2.0,2020-03-26,Infection Rate
Ireland,1.0,2020-02-24,Infection Rate
Ireland,3.0,2020-04-09,Infection Rate
Ireland,2.0,2020-03-24,Infection Rate
Ireland,3.0,2020-04-07,Infection Rate
Ireland,1.0,2020-02-11,Infection Rate
Ireland,1.0,2020-03-06,Infection Rate
Ireland,1.0,2020-02-07,Infection Rate
Ireland,1.0,2020-02-01,Infection Rate
Ireland,1.0,2020-01-23,Infection Rate
Ireland,3.0,2020-04-15,Infection Rate
Ireland,1.0,2020-02-15,Infection Rate
Ireland,1.0,2020-01-26,Infection Rate
Ireland,1.0,2020-03-07,Infection Rate
Ireland,1.0,2020-02-29,Infection Rate
Ireland,1.0,2020-03-02,Infection Rate
Ireland,1.0,2020-02-16,Infection Rate
Ireland,3.0,2020-04-04,Infection Rate
Ireland,2.0,2020-03-17,Infection Rate
Ireland,1.0,2020-03-03,Infection Rate
Ireland,1.0,2020-02-28,Infection Rate
Ireland,1.0,2020-03-11,Infection Rate
Ireland,1.0,2020-03-01,Infection Rate
Ireland,1.0,2020-02-13,Infection Rate
Ireland,1.0,2020-03-05,Infection Rate
Ireland,2.0,2020-03-19,Infection Rate
Ireland,1.0,2020-02-09,Infection Rate
Ireland,3.0,2020-04-13,Infection Rate
Ireland,1.0,2020-02-27,Infection Rate
Ireland,1.0,2020-03-10,Infection Rate
Ireland,2.0,2020-03-20,Infection Rate
Ireland,1.0,2020-02-06,Infection Rate
Ireland,1.0,2020-02-14,Infection Rate
Ireland,1.0,2020-01-24,Infection Rate
Ireland,1.0,2020-02-21,Infection Rate
Ireland,3.0,2020-03-30,Infection Rate
Ireland,2.0,2020-03-22,Infection Rate
Ireland,1.0,2020-01-27,Infection Rate
Ireland,1.0,2020-02-23,Infection Rate
Ireland,1.0,2020-02-10,Infection Rate
Ireland,1.0,2020-02-02,Infection Rate
Ireland,3.0,2020-04-02,Infection Rate
Ireland,1.0,2020-02-03,Infection Rate
Ireland,3.0,2020-04-10,Infection Rate
Ireland,3.0,2020-03-29,Infection Rate
Ireland,3.0,2020-04-11,Infection Rate
Ireland,3.0,2020-04-14,Infection Rate
Ireland,1.0,2020-02-12,Infection Rate
Ireland,2.0,2020-03-27,Infection Rate
Ireland,1.0,2020-03-12,Infection Rate
Ireland,3.0,2020-04-08,Infection Rate
Ireland,1.0,2020-02-25,Infection Rate
Ireland,1.0,2020-01-30,Infection Rate
Ireland,2.0,2020-03-23,Infection Rate
Ireland,2.0,2020-03-21,Infection Rate
Ireland,2.0,2020-03-18,Infection Rate
Ireland,1.0,2020-03-15,Infection Rate
Ireland,2.0,2020-03-16,Infection Rate
Ireland,1.0,2020-03-04,Infection Rate
Ireland,1.0,2020-02-20,Infection Rate
Ireland,1.0,2020-02-22,Infection Rate
Ireland,3.0,2020-04-03,Infection Rate
Ireland,1.0,2020-03-14,Infection Rate
Ireland,3.0,2020-03-31,Infection Rate
Ireland,1.0,2020-01-28,Infection Rate
Ireland,3.0,2020-04-05,Infection Rate
Ireland,1.0,2020-01-31,Infection Rate
Ireland,1.0,2020-02-05,Infection Rate
Ireland,3.0,2020-04-12,Infection Rate
Ireland,1.0,2020-03-09,Infection Rate
Ireland,1.0,2020-01-25,Infection Rate
Ireland,3.0,2020-04-01,Infection Rate
Ireland,2.0,2020-03-25,Infection Rate
Israel,3.0,2020-04-15,Infection Rate
Israel,1.0,2020-01-28,Infection Rate
Israel,3.0,2020-04-02,Infection Rate
Israel,1.0,2020-02-15,Infection Rate
Israel,2.0,2020-03-26,Infection Rate
Israel,1.0,2020-01-31,Infection Rate
Israel,3.0,2020-04-13,Infection Rate
Israel,1.0,2020-01-25,Infection Rate
Israel,1.0,2020-03-03,Infection Rate
Israel,2.0,2020-03-28,Infection Rate
Israel,1.0,2020-02-02,Infection Rate
Israel,1.0,2020-02-21,Infection Rate
Israel,1.0,2020-02-13,Infection Rate
Israel,1.0,2020-03-07,Infection Rate
Israel,3.0,2020-04-08,Infection Rate
Israel,2.0,2020-03-23,Infection Rate
Israel,1.0,2020-02-01,Infection Rate
Israel,3.0,2020-04-01,Infection Rate
Israel,1.0,2020-03-14,Infection Rate
Israel,1.0,2020-02-06,Infection Rate
Israel,1.0,2020-02-03,Infection Rate
Israel,1.0,2020-01-27,Infection Rate
Israel,1.0,2020-02-10,Infection Rate
Israel,3.0,2020-04-07,Infection Rate
Israel,1.0,2020-01-22,Infection Rate
Israel,3.0,2020-04-14,Infection Rate
Israel,2.0,2020-03-17,Infection Rate
Israel,1.0,2020-03-04,Infection Rate
Israel,1.0,2020-03-01,Infection Rate
Israel,1.0,2020-02-11,Infection Rate
Israel,1.0,2020-02-18,Infection Rate
Israel,2.0,2020-03-19,Infection Rate
Israel,2.0,2020-03-25,Infection Rate
Israel,1.0,2020-02-19,Infection Rate
Israel,1.0,2020-02-07,Infection Rate
Israel,1.0,2020-01-24,Infection Rate
Israel,3.0,2020-04-03,Infection Rate
Israel,2.0,2020-03-20,Infection Rate
Israel,1.0,2020-02-04,Infection Rate
Israel,1.0,2020-02-16,Infection Rate
Israel,1.0,2020-03-08,Infection Rate
Israel,3.0,2020-03-29,Infection Rate
Israel,2.0,2020-03-27,Infection Rate
Israel,1.0,2020-02-23,Infection Rate
Israel,1.0,2020-02-26,Infection Rate
Israel,1.0,2020-03-09,Infection Rate
Israel,1.0,2020-02-22,Infection Rate
Israel,1.0,2020-03-06,Infection Rate
Israel,2.0,2020-03-24,Infection Rate
Israel,1.0,2020-02-14,Infection Rate
Israel,1.0,2020-02-20,Infection Rate
Israel,1.0,2020-03-13,Infection Rate
Israel,1.0,2020-02-28,Infection Rate
Israel,1.0,2020-03-10,Infection Rate
Israel,1.0,2020-03-16,Infection Rate
Israel,1.0,2020-02-24,Infection Rate
Israel,1.0,2020-01-30,Infection Rate
Israel,3.0,2020-03-30,Infection Rate
Israel,1.0,2020-03-02,Infection Rate
Israel,3.0,2020-04-11,Infection Rate
Israel,3.0,2020-04-04,Infection Rate
Israel,1.0,2020-02-12,Infection Rate
Israel,2.0,2020-03-18,Infection Rate
Israel,3.0,2020-04-10,Infection Rate
Israel,1.0,2020-02-17,Infection Rate
Israel,1.0,2020-01-26,Infection Rate
Israel,1.0,2020-02-09,Infection Rate
Israel,1.0,2020-02-29,Infection Rate
Israel,1.0,2020-03-05,Infection Rate
Israel,1.0,2020-03-15,Infection Rate
Israel,1.0,2020-02-05,Infection Rate
Israel,1.0,2020-01-23,Infection Rate
Israel,2.0,2020-03-21,Infection Rate
Israel,1.0,2020-01-29,Infection Rate
Israel,1.0,2020-02-08,Infection Rate
Israel,1.0,2020-02-25,Infection Rate
Israel,2.0,2020-03-22,Infection Rate
Israel,3.0,2020-04-05,Infection Rate
Israel,3.0,2020-04-12,Infection Rate
Israel,3.0,2020-04-06,Infection Rate
Israel,1.0,2020-03-12,Infection Rate
Israel,1.0,2020-02-27,Infection Rate
Israel,3.0,2020-03-31,Infection Rate
Israel,3.0,2020-04-09,Infection Rate
Israel,1.0,2020-03-11,Infection Rate
Italy,3.0,2020-04-15,Infection Rate
Italy,3.0,2020-03-19,Infection Rate
Italy,3.0,2020-04-05,Infection Rate
Italy,1.0,2020-02-03,Infection Rate
Italy,1.0,2020-01-24,Infection Rate
Italy,1.0,2020-01-28,Infection Rate
Italy,1.0,2020-02-16,Infection Rate
Italy,1.0,2020-02-02,Infection Rate
Italy,1.0,2020-01-26,Infection Rate
Italy,1.0,2020-02-14,Infection Rate
Italy,1.0,2020-01-29,Infection Rate
Italy,1.0,2020-01-22,Infection Rate
Italy,3.0,2020-03-28,Infection Rate
Italy,1.0,2020-02-13,Infection Rate
Italy,1.0,2020-02-12,Infection Rate
Italy,1.0,2020-02-19,Infection Rate
Italy,1.0,2020-02-15,Infection Rate
Italy,1.0,2020-01-31,Infection Rate
Italy,1.0,2020-02-08,Infection Rate
Italy,3.0,2020-03-23,Infection Rate
Italy,3.0,2020-04-13,Infection Rate
Italy,1.0,2020-02-29,Infection Rate
Italy,1.0,2020-01-27,Infection Rate
Italy,3.0,2020-04-09,Infection Rate
Italy,3.0,2020-04-07,Infection Rate
Italy,1.0,2020-01-30,Infection Rate
Italy,3.0,2020-04-03,Infection Rate
Italy,3.0,2020-03-20,Infection Rate
Italy,1.0,2020-02-05,Infection Rate
Italy,3.0,2020-03-26,Infection Rate
Italy,1.0,2020-02-17,Infection Rate
Italy,1.0,2020-02-20,Infection Rate
Italy,1.0,2020-02-04,Infection Rate
Italy,1.0,2020-02-28,Infection Rate
Italy,2.0,2020-03-08,Infection Rate
Italy,1.0,2020-02-10,Infection Rate
Italy,1.0,2020-02-09,Infection Rate
Italy,1.0,2020-02-06,Infection Rate
Italy,1.0,2020-02-07,Infection Rate
Italy,1.0,2020-02-11,Infection Rate
Italy,3.0,2020-04-11,Infection Rate
Italy,2.0,2020-03-02,Infection Rate
Italy,3.0,2020-03-25,Infection Rate
Italy,1.0,2020-01-25,Infection Rate
Italy,3.0,2020-04-10,Infection Rate
Italy,2.0,2020-03-12,Infection Rate
Italy,3.0,2020-03-29,Infection Rate
Italy,3.0,2020-04-02,Infection Rate
Italy,2.0,2020-03-17,Infection Rate
Italy,2.0,2020-03-13,Infection Rate
Italy,3.0,2020-03-31,Infection Rate
Italy,1.0,2020-02-18,Infection Rate
Italy,2.0,2020-03-06,Infection Rate
Italy,2.0,2020-03-05,Infection Rate
Italy,1.0,2020-02-24,Infection Rate
Italy,1.0,2020-02-25,Infection Rate
Italy,2.0,2020-03-16,Infection Rate
Italy,3.0,2020-03-24,Infection Rate
Italy,1.0,2020-02-27,Infection Rate
Italy,3.0,2020-03-22,Infection Rate
Italy,1.0,2020-02-26,Infection Rate
Italy,3.0,2020-04-14,Infection Rate
Italy,2.0,2020-03-04,Infection Rate
Italy,1.0,2020-02-01,Infection Rate
Italy,2.0,2020-03-14,Infection Rate
Italy,3.0,2020-04-12,Infection Rate
Italy,3.0,2020-03-30,Infection Rate
Italy,2.0,2020-03-11,Infection Rate
Italy,1.0,2020-03-01,Infection Rate
Italy,2.0,2020-03-07,Infection Rate
Italy,3.0,2020-03-21,Infection Rate
Italy,2.0,2020-03-10,Infection Rate
Italy,3.0,2020-04-01,Infection Rate
Italy,2.0,2020-03-03,Infection Rate
Italy,2.0,2020-03-09,Infection Rate
Italy,1.0,2020-02-21,Infection Rate
Italy,1.0,2020-02-23,Infection Rate
Italy,3.0,2020-03-18,Infection Rate
Italy,3.0,2020-03-27,Infection Rate
Italy,1.0,2020-02-22,Infection Rate
Italy,3.0,2020-04-04,Infection Rate
Italy,2.0,2020-03-15,Infection Rate
Italy,3.0,2020-04-08,Infection Rate
Italy,1.0,2020-01-23,Infection Rate
Italy,3.0,2020-04-06,Infection Rate
Jamaica,2.0,2020-04-15,Infection Rate
Jamaica,1.0,2020-04-13,Infection Rate
Jamaica,1.0,2020-04-14,Infection Rate
Jamaica,1.0,2020-03-25,Infection Rate
Jamaica,1.0,2020-02-22,Infection Rate
Jamaica,1.0,2020-01-30,Infection Rate
Jamaica,1.0,2020-03-24,Infection Rate
Jamaica,1.0,2020-02-13,Infection Rate
Jamaica,1.0,2020-04-01,Infection Rate
Jamaica,1.0,2020-03-08,Infection Rate
Jamaica,1.0,2020-03-05,Infection Rate
Jamaica,1.0,2020-02-16,Infection Rate
Jamaica,1.0,2020-03-12,Infection Rate
Jamaica,1.0,2020-02-29,Infection Rate
Jamaica,1.0,2020-03-01,Infection Rate
Jamaica,1.0,2020-01-26,Infection Rate
Jamaica,1.0,2020-02-20,Infection Rate
Jamaica,1.0,2020-02-23,Infection Rate
Jamaica,1.0,2020-03-19,Infection Rate
Jamaica,1.0,2020-03-21,Infection Rate
Jamaica,1.0,2020-02-27,Infection Rate
Jamaica,1.0,2020-02-06,Infection Rate
Jamaica,1.0,2020-03-02,Infection Rate
Jamaica,1.0,2020-03-22,Infection Rate
Jamaica,1.0,2020-01-25,Infection Rate
Jamaica,1.0,2020-04-03,Infection Rate
Jamaica,1.0,2020-03-17,Infection Rate
Jamaica,1.0,2020-03-26,Infection Rate
Jamaica,1.0,2020-02-21,Infection Rate
Jamaica,1.0,2020-03-03,Infection Rate
Jamaica,1.0,2020-03-29,Infection Rate
Jamaica,1.0,2020-02-01,Infection Rate
Jamaica,1.0,2020-02-17,Infection Rate
Jamaica,1.0,2020-02-02,Infection Rate
Jamaica,1.0,2020-04-06,Infection Rate
Jamaica,1.0,2020-02-25,Infection Rate
Jamaica,1.0,2020-02-08,Infection Rate
Jamaica,1.0,2020-03-15,Infection Rate
Jamaica,1.0,2020-03-27,Infection Rate
Jamaica,1.0,2020-02-03,Infection Rate
Jamaica,1.0,2020-03-10,Infection Rate
Jamaica,1.0,2020-01-31,Infection Rate
Jamaica,1.0,2020-04-12,Infection Rate
Jamaica,1.0,2020-03-11,Infection Rate
Jamaica,1.0,2020-04-05,Infection Rate
Jamaica,1.0,2020-01-29,Infection Rate
Jamaica,1.0,2020-04-07,Infection Rate
Jamaica,1.0,2020-02-07,Infection Rate
Jamaica,1.0,2020-02-14,Infection Rate
Jamaica,1.0,2020-04-09,Infection Rate
Jamaica,1.0,2020-02-12,Infection Rate
Jamaica,1.0,2020-01-22,Infection Rate
Jamaica,1.0,2020-03-30,Infection Rate
Jamaica,1.0,2020-02-15,Infection Rate
Jamaica,1.0,2020-03-14,Infection Rate
Jamaica,1.0,2020-02-05,Infection Rate
Jamaica,1.0,2020-03-23,Infection Rate
Jamaica,1.0,2020-04-11,Infection Rate
Jamaica,1.0,2020-03-20,Infection Rate
Jamaica,1.0,2020-01-24,Infection Rate
Jamaica,1.0,2020-03-13,Infection Rate
Jamaica,1.0,2020-03-04,Infection Rate
Jamaica,1.0,2020-02-04,Infection Rate
Jamaica,1.0,2020-02-18,Infection Rate
Jamaica,1.0,2020-03-31,Infection Rate
Jamaica,1.0,2020-02-09,Infection Rate
Jamaica,1.0,2020-02-26,Infection Rate
Jamaica,1.0,2020-04-08,Infection Rate
Jamaica,1.0,2020-03-07,Infection Rate
Jamaica,1.0,2020-02-24,Infection Rate
Jamaica,1.0,2020-01-27,Infection Rate
Jamaica,1.0,2020-02-19,Infection Rate
Jamaica,1.0,2020-03-28,Infection Rate
Jamaica,1.0,2020-02-11,Infection Rate
Jamaica,1.0,2020-03-16,Infection Rate
Jamaica,1.0,2020-04-02,Infection Rate
Jamaica,1.0,2020-04-10,Infection Rate
Jamaica,1.0,2020-03-18,Infection Rate
Jamaica,1.0,2020-03-09,Infection Rate
Jamaica,1.0,2020-03-06,Infection Rate
Jamaica,1.0,2020-04-04,Infection Rate
Jamaica,1.0,2020-02-10,Infection Rate
Jamaica,1.0,2020-01-28,Infection Rate
Jamaica,1.0,2020-01-23,Infection Rate
Jamaica,1.0,2020-02-28,Infection Rate
Japan,2.0,2020-04-15,Infection Rate
Japan,1.0,2020-02-20,Infection Rate
Japan,1.0,2020-03-25,Infection Rate
Japan,2.0,2020-04-13,Infection Rate
Japan,1.0,2020-02-03,Infection Rate
Japan,1.0,2020-01-27,Infection Rate
Japan,1.0,2020-02-29,Infection Rate
Japan,1.0,2020-03-24,Infection Rate
Japan,1.0,2020-02-01,Infection Rate
Japan,1.0,2020-02-13,Infection Rate
Japan,1.0,2020-03-28,Infection Rate
Japan,1.0,2020-04-05,Infection Rate
Japan,1.0,2020-03-30,Infection Rate
Japan,2.0,2020-04-11,Infection Rate
Japan,1.0,2020-01-28,Infection Rate
Japan,1.0,2020-02-10,Infection Rate
Japan,1.0,2020-01-24,Infection Rate
Japan,1.0,2020-01-23,Infection Rate
Japan,1.0,2020-03-07,Infection Rate
Japan,1.0,2020-03-21,Infection Rate
Japan,1.0,2020-03-06,Infection Rate
Japan,1.0,2020-02-26,Infection Rate
Japan,1.0,2020-02-11,Infection Rate
Japan,1.0,2020-01-22,Infection Rate
Japan,1.0,2020-02-07,Infection Rate
Japan,1.0,2020-04-01,Infection Rate
Japan,1.0,2020-02-22,Infection Rate
Japan,1.0,2020-03-01,Infection Rate
Japan,1.0,2020-01-26,Infection Rate
Japan,1.0,2020-02-17,Infection Rate
Japan,1.0,2020-03-14,Infection Rate
Japan,1.0,2020-04-07,Infection Rate
Japan,1.0,2020-02-15,Infection Rate
Japan,1.0,2020-02-19,Infection Rate
Japan,1.0,2020-04-03,Infection Rate
Japan,1.0,2020-02-12,Infection Rate
Japan,1.0,2020-01-31,Infection Rate
Japan,1.0,2020-02-14,Infection Rate
Japan,1.0,2020-02-09,Infection Rate
Japan,1.0,2020-02-04,Infection Rate
Japan,2.0,2020-04-09,Infection Rate
Japan,1.0,2020-01-29,Infection Rate
Japan,1.0,2020-02-05,Infection Rate
Japan,1.0,2020-03-23,Infection Rate
Japan,1.0,2020-03-10,Infection Rate
Japan,1.0,2020-03-20,Infection Rate
Japan,1.0,2020-04-04,Infection Rate
Japan,1.0,2020-03-27,Infection Rate
Japan,1.0,2020-03-12,Infection Rate
Japan,2.0,2020-04-10,Infection Rate
Japan,1.0,2020-03-18,Infection Rate
Japan,1.0,2020-04-06,Infection Rate
Japan,1.0,2020-03-02,Infection Rate
Japan,1.0,2020-03-11,Infection Rate
Japan,1.0,2020-03-19,Infection Rate
Japan,1.0,2020-01-25,Infection Rate
Japan,1.0,2020-03-04,Infection Rate
Japan,1.0,2020-02-06,Infection Rate
Japan,1.0,2020-02-21,Infection Rate
Japan,2.0,2020-04-12,Infection Rate
Japan,1.0,2020-02-23,Infection Rate
Japan,1.0,2020-03-09,Infection Rate
Japan,2.0,2020-04-14,Infection Rate
Japan,1.0,2020-04-08,Infection Rate
Japan,1.0,2020-01-30,Infection Rate
Japan,1.0,2020-03-31,Infection Rate
Japan,1.0,2020-02-02,Infection Rate
Japan,1.0,2020-03-29,Infection Rate
Japan,1.0,2020-03-08,Infection Rate
Japan,1.0,2020-03-13,Infection Rate
Japan,1.0,2020-03-17,Infection Rate
Japan,1.0,2020-02-28,Infection Rate
Japan,1.0,2020-02-08,Infection Rate
Japan,1.0,2020-02-16,Infection Rate
Japan,1.0,2020-02-25,Infection Rate
Japan,1.0,2020-04-02,Infection Rate
Japan,1.0,2020-03-26,Infection Rate
Japan,1.0,2020-02-18,Infection Rate
Japan,1.0,2020-03-15,Infection Rate
Japan,1.0,2020-02-27,Infection Rate
Japan,1.0,2020-03-16,Infection Rate
Japan,1.0,2020-02-24,Infection Rate
Japan,1.0,2020-03-22,Infection Rate
Japan,1.0,2020-03-05,Infection Rate
Japan,1.0,2020-03-03,Infection Rate
Jersey,1.0,2020-01-27,Infection Rate
Jersey,1.0,2020-02-02,Infection Rate
Jersey,1.0,2020-01-31,Infection Rate
Jersey,1.0,2020-02-04,Infection Rate
Jersey,1.0,2020-02-08,Infection Rate
Jersey,1.0,2020-02-24,Infection Rate
Jersey,1.0,2020-03-14,Infection Rate
Jersey,1.0,2020-03-06,Infection Rate
Jersey,1.0,2020-02-20,Infection Rate
Jersey,1.0,2020-02-28,Infection Rate
Jersey,1.0,2020-02-29,Infection Rate
Jersey,1.0,2020-03-04,Infection Rate
Jersey,1.0,2020-02-19,Infection Rate
Jersey,1.0,2020-02-23,Infection Rate
Jersey,1.0,2020-03-21,Infection Rate
Jersey,1.0,2020-03-08,Infection Rate
Jersey,1.0,2020-03-10,Infection Rate
Jersey,1.0,2020-02-03,Infection Rate
Jersey,1.0,2020-03-18,Infection Rate
Jersey,1.0,2020-03-09,Infection Rate
Jersey,1.0,2020-01-30,Infection Rate
Jersey,1.0,2020-03-03,Infection Rate
Jersey,1.0,2020-02-07,Infection Rate
Jersey,1.0,2020-03-22,Infection Rate
Jersey,1.0,2020-01-22,Infection Rate
Jersey,1.0,2020-02-01,Infection Rate
Jersey,1.0,2020-02-13,Infection Rate
Jersey,1.0,2020-01-29,Infection Rate
Jersey,1.0,2020-02-12,Infection Rate
Jersey,1.0,2020-03-16,Infection Rate
Jersey,1.0,2020-03-12,Infection Rate
Jersey,1.0,2020-01-28,Infection Rate
Jersey,1.0,2020-03-19,Infection Rate
Jersey,1.0,2020-02-27,Infection Rate
Jersey,1.0,2020-03-13,Infection Rate
Jersey,1.0,2020-02-25,Infection Rate
Jersey,1.0,2020-03-01,Infection Rate
Jersey,1.0,2020-01-25,Infection Rate
Jersey,1.0,2020-02-14,Infection Rate
Jersey,1.0,2020-03-15,Infection Rate
Jersey,1.0,2020-03-02,Infection Rate
Jersey,1.0,2020-03-07,Infection Rate
Jersey,1.0,2020-02-06,Infection Rate
Jersey,1.0,2020-02-16,Infection Rate
Jersey,1.0,2020-02-22,Infection Rate
Jersey,1.0,2020-03-11,Infection Rate
Jersey,1.0,2020-02-21,Infection Rate
Jersey,1.0,2020-02-09,Infection Rate
Jersey,1.0,2020-01-23,Infection Rate
Jersey,1.0,2020-01-24,Infection Rate
Jersey,1.0,2020-03-20,Infection Rate
Jersey,1.0,2020-02-26,Infection Rate
Jersey,1.0,2020-02-17,Infection Rate
Jersey,1.0,2020-01-26,Infection Rate
Jersey,1.0,2020-02-15,Infection Rate
Jersey,1.0,2020-03-05,Infection Rate
Jersey,1.0,2020-03-17,Infection Rate
Jersey,1.0,2020-02-10,Infection Rate
Jersey,1.0,2020-02-18,Infection Rate
Jersey,1.0,2020-02-05,Infection Rate
Jersey,1.0,2020-02-11,Infection Rate
Jordan,1.0,2020-03-07,Infection Rate
Jordan,1.0,2020-01-31,Infection Rate
Jordan,1.0,2020-03-05,Infection Rate
Jordan,1.0,2020-02-01,Infection Rate
Jordan,1.0,2020-03-31,Infection Rate
Jordan,1.0,2020-03-25,Infection Rate
Jordan,1.0,2020-03-23,Infection Rate
Jordan,1.0,2020-03-04,Infection Rate
Jordan,1.0,2020-04-12,Infection Rate
Jordan,1.0,2020-02-28,Infection Rate
Jordan,1.0,2020-04-02,Infection Rate
Jordan,1.0,2020-04-15,Infection Rate
Jordan,1.0,2020-04-05,Infection Rate
Jordan,1.0,2020-04-13,Infection Rate
Jordan,1.0,2020-03-09,Infection Rate
Jordan,1.0,2020-01-27,Infection Rate
Jordan,1.0,2020-04-14,Infection Rate
Jordan,1.0,2020-03-30,Infection Rate
Jordan,1.0,2020-01-25,Infection Rate
Jordan,1.0,2020-03-02,Infection Rate
Jordan,1.0,2020-02-13,Infection Rate
Jordan,1.0,2020-01-28,Infection Rate
Jordan,1.0,2020-02-16,Infection Rate
Jordan,1.0,2020-02-17,Infection Rate
Jordan,1.0,2020-01-26,Infection Rate
Jordan,1.0,2020-04-08,Infection Rate
Jordan,1.0,2020-04-01,Infection Rate
Jordan,1.0,2020-04-10,Infection Rate
Jordan,1.0,2020-04-06,Infection Rate
Jordan,1.0,2020-03-01,Infection Rate
Jordan,1.0,2020-04-07,Infection Rate
Jordan,1.0,2020-02-07,Infection Rate
Jordan,1.0,2020-04-03,Infection Rate
Jordan,1.0,2020-02-06,Infection Rate
Jordan,1.0,2020-03-16,Infection Rate
Jordan,1.0,2020-03-28,Infection Rate
Jordan,1.0,2020-02-10,Infection Rate
Jordan,1.0,2020-01-23,Infection Rate
Jordan,1.0,2020-01-29,Infection Rate
Jordan,1.0,2020-02-04,Infection Rate
Jordan,1.0,2020-01-22,Infection Rate
Jordan,1.0,2020-03-03,Infection Rate
Jordan,1.0,2020-02-20,Infection Rate
Jordan,1.0,2020-02-26,Infection Rate
Jordan,1.0,2020-02-15,Infection Rate
Jordan,1.0,2020-03-06,Infection Rate
Jordan,1.0,2020-02-27,Infection Rate
Jordan,1.0,2020-03-08,Infection Rate
Jordan,1.0,2020-03-22,Infection Rate
Jordan,1.0,2020-03-18,Infection Rate
Jordan,1.0,2020-02-19,Infection Rate
Jordan,1.0,2020-02-21,Infection Rate
Jordan,1.0,2020-02-14,Infection Rate
Jordan,1.0,2020-02-05,Infection Rate
Jordan,1.0,2020-02-18,Infection Rate
Jordan,1.0,2020-02-22,Infection Rate
Jordan,1.0,2020-04-11,Infection Rate
Jordan,1.0,2020-02-09,Infection Rate
Jordan,1.0,2020-04-09,Infection Rate
Jordan,1.0,2020-02-25,Infection Rate
Jordan,1.0,2020-02-11,Infection Rate
Jordan,1.0,2020-03-17,Infection Rate
Jordan,1.0,2020-02-02,Infection Rate
Jordan,1.0,2020-02-08,Infection Rate
Jordan,1.0,2020-03-19,Infection Rate
Jordan,1.0,2020-03-21,Infection Rate
Jordan,1.0,2020-03-11,Infection Rate
Jordan,1.0,2020-03-13,Infection Rate
Jordan,1.0,2020-02-29,Infection Rate
Jordan,1.0,2020-04-04,Infection Rate
Jordan,1.0,2020-03-12,Infection Rate
Jordan,1.0,2020-03-27,Infection Rate
Jordan,1.0,2020-02-12,Infection Rate
Jordan,1.0,2020-03-29,Infection Rate
Jordan,1.0,2020-03-24,Infection Rate
Jordan,1.0,2020-01-30,Infection Rate
Jordan,1.0,2020-02-03,Infection Rate
Jordan,1.0,2020-03-26,Infection Rate
Jordan,1.0,2020-03-10,Infection Rate
