Country/Region,Bm,DATE,Feature
Burma,1.0,2020-04-10,Infection Rate
Burma,1.0,2020-04-08,Infection Rate
Burma,1.0,2020-04-09,Infection Rate
Burma,1.0,2020-03-31,Infection Rate
Burma,1.0,2020-04-02,Infection Rate
Burma,1.0,2020-04-07,Infection Rate
Burma,1.0,2020-04-01,Infection Rate
Burma,1.0,2020-04-04,Infection Rate
Burma,1.0,2020-04-03,Infection Rate
Burma,1.0,2020-04-05,Infection Rate
Burma,1.0,2020-03-28,Infection Rate
Burma,1.0,2020-03-27,Infection Rate
Burma,1.0,2020-04-12,Infection Rate
Burma,1.0,2020-04-11,Infection Rate
Burma,1.0,2020-03-29,Infection Rate
Burma,1.0,2020-04-13,Infection Rate
Burundi,1.0,2020-04-04,Infection Rate
Burundi,1.0,2020-04-01,Infection Rate
Burundi,1.0,2020-03-31,Infection Rate
Burundi,1.0,2020-04-05,Infection Rate
Burundi,1.0,2020-04-12,Infection Rate
Burundi,1.0,2020-04-07,Infection Rate
Burundi,1.0,2020-04-15,Infection Rate
Burundi,1.0,2020-04-13,Infection Rate
Burundi,1.0,2020-04-14,Infection Rate
Burundi,1.0,2020-04-11,Infection Rate
Burundi,1.0,2020-04-09,Infection Rate
Burundi,1.0,2020-04-08,Infection Rate
Burundi,1.0,2020-04-10,Infection Rate
Burundi,1.0,2020-04-06,Infection Rate
Burundi,1.0,2020-04-02,Infection Rate
Burundi,1.0,2020-04-03,Infection Rate
Cabo Verde,1.0,2020-03-27,Infection Rate
Cabo Verde,1.0,2020-02-09,Infection Rate
Cabo Verde,1.0,2020-03-14,Infection Rate
Cabo Verde,1.0,2020-02-08,Infection Rate
Cabo Verde,1.0,2020-03-12,Infection Rate
Cabo Verde,2.0,2020-04-15,Infection Rate
Cabo Verde,1.0,2020-02-04,Infection Rate
Cabo Verde,1.0,2020-03-10,Infection Rate
Cabo Verde,1.0,2020-03-09,Infection Rate
Cabo Verde,1.0,2020-04-12,Infection Rate
Cabo Verde,1.0,2020-04-03,Infection Rate
Cabo Verde,1.0,2020-03-15,Infection Rate
Cabo Verde,1.0,2020-04-06,Infection Rate
Cabo Verde,1.0,2020-03-04,Infection Rate
Cabo Verde,1.0,2020-03-21,Infection Rate
Cabo Verde,1.0,2020-03-13,Infection Rate
Cabo Verde,1.0,2020-04-04,Infection Rate
Cabo Verde,1.0,2020-03-20,Infection Rate
Cabo Verde,1.0,2020-02-12,Infection Rate
Cabo Verde,1.0,2020-01-28,Infection Rate
Cabo Verde,1.0,2020-02-22,Infection Rate
Cabo Verde,1.0,2020-04-09,Infection Rate
Cabo Verde,1.0,2020-04-02,Infection Rate
Cabo Verde,1.0,2020-03-26,Infection Rate
Cabo Verde,1.0,2020-02-15,Infection Rate
Cabo Verde,1.0,2020-04-08,Infection Rate
Cabo Verde,1.0,2020-04-07,Infection Rate
Cabo Verde,1.0,2020-03-02,Infection Rate
Cabo Verde,1.0,2020-03-18,Infection Rate
Cabo Verde,1.0,2020-03-23,Infection Rate
Cabo Verde,1.0,2020-02-26,Infection Rate
Cabo Verde,1.0,2020-04-11,Infection Rate
Cabo Verde,1.0,2020-02-17,Infection Rate
Cabo Verde,1.0,2020-03-30,Infection Rate
Cabo Verde,1.0,2020-02-13,Infection Rate
Cabo Verde,1.0,2020-03-31,Infection Rate
Cabo Verde,1.0,2020-03-22,Infection Rate
Cabo Verde,1.0,2020-03-05,Infection Rate
Cabo Verde,1.0,2020-04-05,Infection Rate
Cabo Verde,1.0,2020-02-10,Infection Rate
Cabo Verde,1.0,2020-02-20,Infection Rate
Cabo Verde,1.0,2020-03-11,Infection Rate
Cabo Verde,1.0,2020-01-29,Infection Rate
Cabo Verde,1.0,2020-03-06,Infection Rate
Cabo Verde,1.0,2020-01-27,Infection Rate
Cabo Verde,1.0,2020-01-30,Infection Rate
Cabo Verde,1.0,2020-02-06,Infection Rate
Cabo Verde,1.0,2020-02-01,Infection Rate
Cabo Verde,1.0,2020-01-22,Infection Rate
Cabo Verde,1.0,2020-02-18,Infection Rate
Cabo Verde,1.0,2020-04-14,Infection Rate
Cabo Verde,1.0,2020-01-24,Infection Rate
Cabo Verde,1.0,2020-01-26,Infection Rate
Cabo Verde,1.0,2020-03-24,Infection Rate
Cabo Verde,1.0,2020-03-28,Infection Rate
Cabo Verde,1.0,2020-02-07,Infection Rate
Cabo Verde,1.0,2020-01-25,Infection Rate
Cabo Verde,1.0,2020-03-16,Infection Rate
Cabo Verde,1.0,2020-02-23,Infection Rate
Cabo Verde,1.0,2020-03-08,Infection Rate
Cabo Verde,1.0,2020-03-03,Infection Rate
Cabo Verde,1.0,2020-03-29,Infection Rate
Cabo Verde,1.0,2020-02-16,Infection Rate
Cabo Verde,1.0,2020-02-11,Infection Rate
Cabo Verde,1.0,2020-04-13,Infection Rate
Cabo Verde,1.0,2020-02-25,Infection Rate
Cabo Verde,1.0,2020-02-28,Infection Rate
Cabo Verde,1.0,2020-02-29,Infection Rate
Cabo Verde,1.0,2020-02-02,Infection Rate
Cabo Verde,1.0,2020-01-31,Infection Rate
Cabo Verde,1.0,2020-03-01,Infection Rate
Cabo Verde,1.0,2020-03-17,Infection Rate
Cabo Verde,1.0,2020-03-19,Infection Rate
Cabo Verde,1.0,2020-04-10,Infection Rate
Cabo Verde,1.0,2020-02-03,Infection Rate
Cabo Verde,1.0,2020-01-23,Infection Rate
Cabo Verde,1.0,2020-02-21,Infection Rate
Cabo Verde,1.0,2020-02-19,Infection Rate
Cabo Verde,1.0,2020-03-25,Infection Rate
Cabo Verde,1.0,2020-04-01,Infection Rate
Cabo Verde,1.0,2020-02-27,Infection Rate
Cabo Verde,1.0,2020-03-07,Infection Rate
Cabo Verde,1.0,2020-02-24,Infection Rate
Cabo Verde,1.0,2020-02-14,Infection Rate
Cabo Verde,1.0,2020-02-05,Infection Rate
Cambodia,1.0,2020-01-29,Infection Rate
Cambodia,1.0,2020-03-31,Infection Rate
Cambodia,1.0,2020-03-24,Infection Rate
Cambodia,1.0,2020-04-03,Infection Rate
Cambodia,1.0,2020-02-14,Infection Rate
Cambodia,1.0,2020-03-16,Infection Rate
Cambodia,1.0,2020-03-07,Infection Rate
Cambodia,1.0,2020-02-01,Infection Rate
Cambodia,1.0,2020-03-11,Infection Rate
Cambodia,1.0,2020-03-14,Infection Rate
Cambodia,1.0,2020-03-06,Infection Rate
Cambodia,1.0,2020-03-27,Infection Rate
Cambodia,1.0,2020-02-28,Infection Rate
Cambodia,1.0,2020-02-20,Infection Rate
Cambodia,1.0,2020-03-29,Infection Rate
Cambodia,1.0,2020-03-12,Infection Rate
Cambodia,1.0,2020-04-06,Infection Rate
Cambodia,1.0,2020-03-20,Infection Rate
Cambodia,1.0,2020-03-15,Infection Rate
Cambodia,1.0,2020-01-24,Infection Rate
Cambodia,1.0,2020-03-03,Infection Rate
Cambodia,1.0,2020-04-09,Infection Rate
Cambodia,1.0,2020-04-12,Infection Rate
Cambodia,1.0,2020-02-06,Infection Rate
Cambodia,1.0,2020-04-15,Infection Rate
Cambodia,1.0,2020-03-23,Infection Rate
Cambodia,1.0,2020-03-22,Infection Rate
Cambodia,1.0,2020-03-08,Infection Rate
Cambodia,1.0,2020-03-05,Infection Rate
Cambodia,1.0,2020-01-27,Infection Rate
Cambodia,1.0,2020-04-05,Infection Rate
Cambodia,1.0,2020-04-14,Infection Rate
Cambodia,1.0,2020-02-26,Infection Rate
Cambodia,1.0,2020-03-28,Infection Rate
Cambodia,1.0,2020-03-19,Infection Rate
Cambodia,1.0,2020-04-11,Infection Rate
Cambodia,1.0,2020-01-31,Infection Rate
Cambodia,1.0,2020-03-13,Infection Rate
Cambodia,1.0,2020-02-02,Infection Rate
Cambodia,1.0,2020-03-01,Infection Rate
Cambodia,1.0,2020-01-22,Infection Rate
Cambodia,1.0,2020-04-02,Infection Rate
Cambodia,1.0,2020-01-25,Infection Rate
Cambodia,1.0,2020-04-01,Infection Rate
Cambodia,1.0,2020-04-08,Infection Rate
Cambodia,1.0,2020-02-18,Infection Rate
Cambodia,1.0,2020-04-04,Infection Rate
Cambodia,1.0,2020-02-23,Infection Rate
Cambodia,1.0,2020-02-09,Infection Rate
Cambodia,1.0,2020-01-26,Infection Rate
Cambodia,1.0,2020-02-27,Infection Rate
Cambodia,1.0,2020-02-21,Infection Rate
Cambodia,1.0,2020-03-18,Infection Rate
Cambodia,1.0,2020-01-28,Infection Rate
Cambodia,1.0,2020-02-22,Infection Rate
Cambodia,1.0,2020-03-25,Infection Rate
Cambodia,1.0,2020-03-10,Infection Rate
Cambodia,1.0,2020-02-10,Infection Rate
Cambodia,1.0,2020-01-23,Infection Rate
Cambodia,1.0,2020-01-30,Infection Rate
Cambodia,1.0,2020-02-05,Infection Rate
Cambodia,1.0,2020-02-03,Infection Rate
Cambodia,1.0,2020-02-25,Infection Rate
Cambodia,1.0,2020-03-17,Infection Rate
Cambodia,1.0,2020-03-21,Infection Rate
Cambodia,1.0,2020-02-07,Infection Rate
Cambodia,1.0,2020-02-15,Infection Rate
Cambodia,1.0,2020-02-24,Infection Rate
Cambodia,1.0,2020-03-26,Infection Rate
Cambodia,1.0,2020-03-02,Infection Rate
Cambodia,1.0,2020-02-12,Infection Rate
Cambodia,1.0,2020-02-16,Infection Rate
Cambodia,1.0,2020-02-11,Infection Rate
Cambodia,1.0,2020-04-07,Infection Rate
Cambodia,1.0,2020-02-04,Infection Rate
Cambodia,1.0,2020-02-13,Infection Rate
Cambodia,1.0,2020-03-04,Infection Rate
Cambodia,1.0,2020-04-10,Infection Rate
Cambodia,1.0,2020-02-08,Infection Rate
Cambodia,1.0,2020-04-13,Infection Rate
Cambodia,1.0,2020-02-29,Infection Rate
Cambodia,1.0,2020-02-17,Infection Rate
Cambodia,1.0,2020-02-19,Infection Rate
Cambodia,1.0,2020-03-30,Infection Rate
Cambodia,1.0,2020-03-09,Infection Rate
Cameroon,1.0,2020-02-03,Infection Rate
Cameroon,1.0,2020-03-11,Infection Rate
Cameroon,1.0,2020-03-21,Infection Rate
Cameroon,1.0,2020-02-13,Infection Rate
Cameroon,1.0,2020-03-12,Infection Rate
Cameroon,1.0,2020-02-01,Infection Rate
Cameroon,1.0,2020-03-07,Infection Rate
Cameroon,1.0,2020-03-05,Infection Rate
Cameroon,1.0,2020-03-28,Infection Rate
Cameroon,1.0,2020-03-22,Infection Rate
Cameroon,1.0,2020-03-09,Infection Rate
Cameroon,1.0,2020-03-01,Infection Rate
Cameroon,1.0,2020-02-20,Infection Rate
Cameroon,1.0,2020-03-14,Infection Rate
Cameroon,1.0,2020-04-12,Infection Rate
Cameroon,1.0,2020-04-01,Infection Rate
Cameroon,1.0,2020-02-16,Infection Rate
Cameroon,1.0,2020-01-22,Infection Rate
Cameroon,1.0,2020-03-06,Infection Rate
Cameroon,1.0,2020-02-10,Infection Rate
Cameroon,1.0,2020-01-31,Infection Rate
Cameroon,1.0,2020-03-24,Infection Rate
Cameroon,1.0,2020-02-08,Infection Rate
Cameroon,1.0,2020-04-15,Infection Rate
Cameroon,1.0,2020-03-30,Infection Rate
Cameroon,1.0,2020-04-03,Infection Rate
Cameroon,1.0,2020-04-04,Infection Rate
Cameroon,1.0,2020-01-30,Infection Rate
Cameroon,1.0,2020-03-08,Infection Rate
Cameroon,1.0,2020-02-06,Infection Rate
Cameroon,1.0,2020-04-11,Infection Rate
Cameroon,1.0,2020-02-02,Infection Rate
Cameroon,1.0,2020-04-14,Infection Rate
Cameroon,1.0,2020-02-11,Infection Rate
Cameroon,1.0,2020-02-12,Infection Rate
Cameroon,1.0,2020-02-24,Infection Rate
Cameroon,1.0,2020-02-04,Infection Rate
Cameroon,1.0,2020-03-10,Infection Rate
Cameroon,1.0,2020-01-23,Infection Rate
Cameroon,1.0,2020-04-08,Infection Rate
Cameroon,1.0,2020-02-09,Infection Rate
Cameroon,1.0,2020-04-02,Infection Rate
Cameroon,1.0,2020-03-02,Infection Rate
Cameroon,1.0,2020-01-27,Infection Rate
Cameroon,1.0,2020-03-17,Infection Rate
Cameroon,1.0,2020-03-15,Infection Rate
Cameroon,1.0,2020-01-29,Infection Rate
Cameroon,1.0,2020-02-07,Infection Rate
Cameroon,1.0,2020-02-05,Infection Rate
Cameroon,1.0,2020-03-13,Infection Rate
Cameroon,1.0,2020-01-26,Infection Rate
Cameroon,1.0,2020-03-20,Infection Rate
Cameroon,1.0,2020-01-24,Infection Rate
Cameroon,1.0,2020-02-15,Infection Rate
Cameroon,1.0,2020-02-23,Infection Rate
Cameroon,1.0,2020-01-25,Infection Rate
Cameroon,1.0,2020-04-05,Infection Rate
Cameroon,1.0,2020-04-10,Infection Rate
Cameroon,1.0,2020-02-22,Infection Rate
Cameroon,1.0,2020-02-18,Infection Rate
Cameroon,1.0,2020-04-09,Infection Rate
Cameroon,1.0,2020-03-16,Infection Rate
Cameroon,1.0,2020-02-14,Infection Rate
Cameroon,1.0,2020-02-29,Infection Rate
Cameroon,1.0,2020-02-28,Infection Rate
Cameroon,1.0,2020-03-18,Infection Rate
Cameroon,1.0,2020-03-04,Infection Rate
Cameroon,1.0,2020-03-25,Infection Rate
Cameroon,1.0,2020-03-31,Infection Rate
Cameroon,1.0,2020-03-27,Infection Rate
Cameroon,1.0,2020-04-07,Infection Rate
Cameroon,1.0,2020-02-21,Infection Rate
Cameroon,1.0,2020-02-26,Infection Rate
Cameroon,1.0,2020-04-06,Infection Rate
Cameroon,1.0,2020-04-13,Infection Rate
Cameroon,1.0,2020-02-17,Infection Rate
Cameroon,1.0,2020-03-03,Infection Rate
Cameroon,1.0,2020-03-26,Infection Rate
Cameroon,1.0,2020-01-28,Infection Rate
Cameroon,1.0,2020-02-19,Infection Rate
Cameroon,1.0,2020-02-25,Infection Rate
Cameroon,1.0,2020-03-29,Infection Rate
Cameroon,1.0,2020-03-19,Infection Rate
Cameroon,1.0,2020-03-23,Infection Rate
Cameroon,1.0,2020-02-27,Infection Rate
Canada,1.0,2020-03-01,Infection Rate
Canada,1.0,2020-02-23,Infection Rate
Canada,1.0,2020-02-01,Infection Rate
Canada,1.0,2020-03-06,Infection Rate
Canada,1.0,2020-01-23,Infection Rate
Canada,1.0,2020-02-06,Infection Rate
Canada,2.0,2020-03-25,Infection Rate
Canada,1.0,2020-02-09,Infection Rate
Canada,2.0,2020-03-30,Infection Rate
Canada,2.0,2020-04-12,Infection Rate
Canada,2.0,2020-03-24,Infection Rate
Canada,1.0,2020-01-24,Infection Rate
Canada,1.0,2020-02-11,Infection Rate
Canada,2.0,2020-03-26,Infection Rate
Canada,1.0,2020-03-16,Infection Rate
Canada,1.0,2020-02-14,Infection Rate
Canada,1.0,2020-02-17,Infection Rate
Canada,1.0,2020-03-07,Infection Rate
Canada,1.0,2020-01-25,Infection Rate
Canada,2.0,2020-04-09,Infection Rate
Canada,1.0,2020-03-19,Infection Rate
Canada,2.0,2020-03-27,Infection Rate
Canada,2.0,2020-03-29,Infection Rate
Canada,3.0,2020-04-15,Infection Rate
Canada,1.0,2020-02-12,Infection Rate
Canada,1.0,2020-02-26,Infection Rate
Canada,1.0,2020-02-25,Infection Rate
Canada,1.0,2020-03-11,Infection Rate
Canada,2.0,2020-03-23,Infection Rate
Canada,1.0,2020-01-28,Infection Rate
Canada,1.0,2020-02-05,Infection Rate
Canada,1.0,2020-02-03,Infection Rate
Canada,1.0,2020-01-29,Infection Rate
Canada,2.0,2020-03-28,Infection Rate
Canada,1.0,2020-01-27,Infection Rate
Canada,1.0,2020-02-10,Infection Rate
Canada,2.0,2020-04-08,Infection Rate
Canada,1.0,2020-03-15,Infection Rate
Canada,1.0,2020-03-14,Infection Rate
Canada,1.0,2020-03-13,Infection Rate
Canada,1.0,2020-01-30,Infection Rate
Canada,2.0,2020-04-02,Infection Rate
Canada,1.0,2020-03-05,Infection Rate
Canada,1.0,2020-02-28,Infection Rate
Canada,3.0,2020-04-14,Infection Rate
Canada,1.0,2020-01-31,Infection Rate
Canada,1.0,2020-03-03,Infection Rate
Canada,1.0,2020-01-26,Infection Rate
Canada,1.0,2020-03-09,Infection Rate
Canada,1.0,2020-02-20,Infection Rate
Canada,1.0,2020-02-18,Infection Rate
Canada,2.0,2020-04-10,Infection Rate
Canada,1.0,2020-03-10,Infection Rate
Canada,1.0,2020-03-12,Infection Rate
Canada,2.0,2020-04-11,Infection Rate
Canada,2.0,2020-04-05,Infection Rate
Canada,2.0,2020-03-22,Infection Rate
Canada,2.0,2020-03-21,Infection Rate
Canada,1.0,2020-02-27,Infection Rate
Canada,1.0,2020-02-16,Infection Rate
Canada,2.0,2020-04-03,Infection Rate
Canada,1.0,2020-03-18,Infection Rate
Canada,1.0,2020-03-04,Infection Rate
Canada,2.0,2020-04-06,Infection Rate
Canada,1.0,2020-02-07,Infection Rate
Canada,1.0,2020-03-20,Infection Rate
Canada,1.0,2020-02-04,Infection Rate
Canada,1.0,2020-02-08,Infection Rate
Canada,2.0,2020-03-31,Infection Rate
Canada,1.0,2020-02-15,Infection Rate
Canada,1.0,2020-02-21,Infection Rate
Canada,1.0,2020-02-02,Infection Rate
Canada,2.0,2020-04-13,Infection Rate
Canada,1.0,2020-02-29,Infection Rate
Canada,1.0,2020-01-22,Infection Rate
Canada,2.0,2020-04-04,Infection Rate
Canada,2.0,2020-04-07,Infection Rate
Canada,1.0,2020-02-24,Infection Rate
Canada,1.0,2020-03-08,Infection Rate
Canada,1.0,2020-02-22,Infection Rate
Canada,1.0,2020-03-17,Infection Rate
Canada,1.0,2020-02-19,Infection Rate
Canada,1.0,2020-02-13,Infection Rate
Canada,1.0,2020-03-02,Infection Rate
Canada,2.0,2020-04-01,Infection Rate
Cape Verde,1.0,2020-01-22,Infection Rate
Cape Verde,1.0,2020-03-11,Infection Rate
Cape Verde,1.0,2020-01-27,Infection Rate
Cape Verde,1.0,2020-03-22,Infection Rate
Cape Verde,1.0,2020-02-18,Infection Rate
Cape Verde,1.0,2020-02-04,Infection Rate
Cape Verde,1.0,2020-03-19,Infection Rate
Cape Verde,1.0,2020-02-11,Infection Rate
Cape Verde,1.0,2020-01-24,Infection Rate
Cape Verde,1.0,2020-03-02,Infection Rate
Cape Verde,1.0,2020-02-27,Infection Rate
Cape Verde,1.0,2020-02-28,Infection Rate
Cape Verde,1.0,2020-02-13,Infection Rate
Cape Verde,1.0,2020-03-03,Infection Rate
Cape Verde,1.0,2020-02-26,Infection Rate
Cape Verde,1.0,2020-03-04,Infection Rate
Cape Verde,1.0,2020-03-09,Infection Rate
Cape Verde,1.0,2020-01-26,Infection Rate
Cape Verde,1.0,2020-03-20,Infection Rate
Cape Verde,1.0,2020-02-23,Infection Rate
Cape Verde,1.0,2020-03-21,Infection Rate
Cape Verde,1.0,2020-02-06,Infection Rate
Cape Verde,1.0,2020-02-08,Infection Rate
Cape Verde,1.0,2020-03-15,Infection Rate
Cape Verde,1.0,2020-03-17,Infection Rate
Cape Verde,1.0,2020-03-14,Infection Rate
Cape Verde,1.0,2020-03-01,Infection Rate
Cape Verde,1.0,2020-02-07,Infection Rate
Cape Verde,1.0,2020-01-31,Infection Rate
Cape Verde,1.0,2020-02-14,Infection Rate
Cape Verde,1.0,2020-02-15,Infection Rate
Cape Verde,1.0,2020-02-20,Infection Rate
Cape Verde,1.0,2020-03-10,Infection Rate
Cape Verde,1.0,2020-02-29,Infection Rate
Cape Verde,1.0,2020-02-02,Infection Rate
Cape Verde,1.0,2020-01-30,Infection Rate
Cape Verde,1.0,2020-03-06,Infection Rate
Cape Verde,1.0,2020-02-22,Infection Rate
Cape Verde,1.0,2020-03-12,Infection Rate
Cape Verde,1.0,2020-02-05,Infection Rate
Cape Verde,1.0,2020-01-28,Infection Rate
Cape Verde,1.0,2020-02-01,Infection Rate
Cape Verde,1.0,2020-02-17,Infection Rate
Cape Verde,1.0,2020-02-24,Infection Rate
Cape Verde,1.0,2020-03-05,Infection Rate
Cape Verde,1.0,2020-03-16,Infection Rate
Cape Verde,1.0,2020-01-29,Infection Rate
Cape Verde,1.0,2020-03-18,Infection Rate
Cape Verde,1.0,2020-03-08,Infection Rate
Cape Verde,1.0,2020-02-19,Infection Rate
Cape Verde,1.0,2020-02-09,Infection Rate
Cape Verde,1.0,2020-01-25,Infection Rate
Cape Verde,1.0,2020-02-10,Infection Rate
Cape Verde,1.0,2020-03-13,Infection Rate
Cape Verde,1.0,2020-02-25,Infection Rate
Cape Verde,1.0,2020-03-07,Infection Rate
Cape Verde,1.0,2020-01-23,Infection Rate
Cape Verde,1.0,2020-02-16,Infection Rate
Cape Verde,1.0,2020-02-12,Infection Rate
Cape Verde,1.0,2020-02-21,Infection Rate
Cape Verde,1.0,2020-02-03,Infection Rate
Central African Republic,1.0,2020-03-19,Infection Rate
Central African Republic,1.0,2020-02-14,Infection Rate
Central African Republic,1.0,2020-03-17,Infection Rate
Central African Republic,1.0,2020-01-25,Infection Rate
Central African Republic,1.0,2020-02-03,Infection Rate
Central African Republic,1.0,2020-03-27,Infection Rate
Central African Republic,1.0,2020-02-16,Infection Rate
Central African Republic,1.0,2020-02-13,Infection Rate
Central African Republic,1.0,2020-02-05,Infection Rate
Central African Republic,1.0,2020-02-04,Infection Rate
Central African Republic,1.0,2020-04-03,Infection Rate
Central African Republic,1.0,2020-04-12,Infection Rate
Central African Republic,1.0,2020-03-30,Infection Rate
Central African Republic,1.0,2020-03-28,Infection Rate
Central African Republic,1.0,2020-02-01,Infection Rate
Central African Republic,1.0,2020-01-30,Infection Rate
Central African Republic,1.0,2020-04-02,Infection Rate
Central African Republic,1.0,2020-01-26,Infection Rate
Central African Republic,1.0,2020-01-27,Infection Rate
Central African Republic,1.0,2020-01-23,Infection Rate
Central African Republic,1.0,2020-04-09,Infection Rate
Central African Republic,1.0,2020-02-09,Infection Rate
Central African Republic,1.0,2020-01-31,Infection Rate
Central African Republic,1.0,2020-04-15,Infection Rate
Central African Republic,1.0,2020-02-28,Infection Rate
Central African Republic,1.0,2020-03-07,Infection Rate
Central African Republic,1.0,2020-02-27,Infection Rate
Central African Republic,1.0,2020-03-03,Infection Rate
Central African Republic,1.0,2020-03-14,Infection Rate
Central African Republic,1.0,2020-02-07,Infection Rate
Central African Republic,1.0,2020-04-07,Infection Rate
Central African Republic,1.0,2020-04-14,Infection Rate
Central African Republic,1.0,2020-03-18,Infection Rate
Central African Republic,1.0,2020-03-29,Infection Rate
Central African Republic,1.0,2020-03-21,Infection Rate
Central African Republic,1.0,2020-02-19,Infection Rate
Central African Republic,1.0,2020-03-02,Infection Rate
Central African Republic,1.0,2020-02-25,Infection Rate
Central African Republic,1.0,2020-03-25,Infection Rate
Central African Republic,1.0,2020-02-06,Infection Rate
Central African Republic,1.0,2020-03-20,Infection Rate
Central African Republic,1.0,2020-04-08,Infection Rate
Central African Republic,1.0,2020-04-01,Infection Rate
Central African Republic,1.0,2020-04-11,Infection Rate
Central African Republic,1.0,2020-02-26,Infection Rate
Central African Republic,1.0,2020-03-26,Infection Rate
Central African Republic,1.0,2020-02-29,Infection Rate
Central African Republic,1.0,2020-02-18,Infection Rate
Central African Republic,1.0,2020-02-11,Infection Rate
Central African Republic,1.0,2020-03-12,Infection Rate
Central African Republic,1.0,2020-04-05,Infection Rate
Central African Republic,1.0,2020-02-15,Infection Rate
Central African Republic,1.0,2020-01-24,Infection Rate
Central African Republic,1.0,2020-03-31,Infection Rate
Central African Republic,1.0,2020-03-08,Infection Rate
Central African Republic,1.0,2020-03-16,Infection Rate
Central African Republic,1.0,2020-02-08,Infection Rate
Central African Republic,1.0,2020-03-23,Infection Rate
Central African Republic,1.0,2020-01-28,Infection Rate
Central African Republic,1.0,2020-01-22,Infection Rate
Central African Republic,1.0,2020-02-17,Infection Rate
Central African Republic,1.0,2020-02-23,Infection Rate
Central African Republic,1.0,2020-03-13,Infection Rate
Central African Republic,1.0,2020-03-24,Infection Rate
Central African Republic,1.0,2020-03-06,Infection Rate
Central African Republic,1.0,2020-02-12,Infection Rate
Central African Republic,1.0,2020-03-04,Infection Rate
Central African Republic,1.0,2020-03-05,Infection Rate
Central African Republic,1.0,2020-03-09,Infection Rate
Central African Republic,1.0,2020-03-10,Infection Rate
Central African Republic,1.0,2020-02-21,Infection Rate
Central African Republic,1.0,2020-02-22,Infection Rate
Central African Republic,1.0,2020-03-01,Infection Rate
Central African Republic,1.0,2020-04-13,Infection Rate
Central African Republic,1.0,2020-03-11,Infection Rate
Central African Republic,1.0,2020-04-04,Infection Rate
Central African Republic,1.0,2020-04-10,Infection Rate
Central African Republic,1.0,2020-02-02,Infection Rate
Central African Republic,1.0,2020-03-15,Infection Rate
Central African Republic,1.0,2020-02-10,Infection Rate
Central African Republic,1.0,2020-02-20,Infection Rate
Central African Republic,1.0,2020-01-29,Infection Rate
Central African Republic,1.0,2020-04-06,Infection Rate
Central African Republic,1.0,2020-03-22,Infection Rate
Central African Republic,1.0,2020-02-24,Infection Rate
Chad,1.0,2020-03-21,Infection Rate
Chad,1.0,2020-03-17,Infection Rate
Chad,1.0,2020-03-01,Infection Rate
Chad,1.0,2020-03-31,Infection Rate
Chad,1.0,2020-03-18,Infection Rate
Chad,1.0,2020-03-03,Infection Rate
Chad,1.0,2020-02-13,Infection Rate
Chad,1.0,2020-03-10,Infection Rate
Chad,1.0,2020-03-22,Infection Rate
Chad,1.0,2020-03-15,Infection Rate
Chad,1.0,2020-01-26,Infection Rate
Chad,1.0,2020-04-15,Infection Rate
Chad,1.0,2020-04-12,Infection Rate
Chad,1.0,2020-03-11,Infection Rate
Chad,1.0,2020-04-03,Infection Rate
Chad,1.0,2020-03-20,Infection Rate
Chad,1.0,2020-03-12,Infection Rate
Chad,1.0,2020-03-14,Infection Rate
Chad,1.0,2020-02-12,Infection Rate
Chad,1.0,2020-03-23,Infection Rate
Chad,1.0,2020-04-09,Infection Rate
Chad,1.0,2020-03-26,Infection Rate
Chad,1.0,2020-03-16,Infection Rate
Chad,1.0,2020-02-18,Infection Rate
Chad,1.0,2020-03-04,Infection Rate
Chad,1.0,2020-02-20,Infection Rate
Chad,1.0,2020-03-05,Infection Rate
Chad,1.0,2020-02-09,Infection Rate
Chad,1.0,2020-01-30,Infection Rate
Chad,1.0,2020-03-19,Infection Rate
Chad,1.0,2020-02-22,Infection Rate
Chad,1.0,2020-01-25,Infection Rate
Chad,1.0,2020-04-14,Infection Rate
Chad,1.0,2020-02-02,Infection Rate
Chad,1.0,2020-02-21,Infection Rate
Chad,1.0,2020-02-03,Infection Rate
Chad,1.0,2020-02-11,Infection Rate
Chad,1.0,2020-03-29,Infection Rate
Chad,1.0,2020-01-27,Infection Rate
Chad,1.0,2020-01-23,Infection Rate
Chad,1.0,2020-03-24,Infection Rate
Chad,1.0,2020-03-02,Infection Rate
Chad,1.0,2020-04-11,Infection Rate
Chad,1.0,2020-01-24,Infection Rate
Chad,1.0,2020-02-08,Infection Rate
Chad,1.0,2020-01-28,Infection Rate
Chad,1.0,2020-02-24,Infection Rate
Chad,1.0,2020-01-22,Infection Rate
Chad,1.0,2020-02-10,Infection Rate
Chad,1.0,2020-01-31,Infection Rate
Chad,1.0,2020-02-14,Infection Rate
Chad,1.0,2020-04-02,Infection Rate
Chad,1.0,2020-03-06,Infection Rate
Chad,1.0,2020-04-05,Infection Rate
Chad,1.0,2020-04-06,Infection Rate
Chad,1.0,2020-02-06,Infection Rate
Chad,1.0,2020-04-08,Infection Rate
Chad,1.0,2020-04-01,Infection Rate
Chad,1.0,2020-03-13,Infection Rate
Chad,1.0,2020-03-25,Infection Rate
Chad,1.0,2020-03-27,Infection Rate
Chad,1.0,2020-02-15,Infection Rate
Chad,1.0,2020-02-26,Infection Rate
Chad,1.0,2020-02-27,Infection Rate
Chad,1.0,2020-03-28,Infection Rate
Chad,1.0,2020-04-04,Infection Rate
